parent,child,premise,conclusion,label
livestock,zipper,livestocks are daxable,zippers are daxable,no
food,sorbet,food is daxable,sorbets are daxable,yes
food,guitar,food is daxable,guitars are daxable,no
dessert,muffin,desserts are daxable,muffins are daxable,yes
jewelry,tiara,jewelry is daxable,tiaras are daxable,yes
toiletry,badger,toiletries are daxable,badgers are daxable,no
mammal,hammer,mammals are daxable,hammers are daxable,no
container,snowmobile,containers are daxable,snowmobiles are daxable,no
mammal,amplifier,mammals are daxable,amplifiers are daxable,no
accessory,lobster,accessories are daxable,lobsters are daxable,no
furniture,drawer,furniture is daxable,drawers are daxable,no
animal,pine tree,animals are daxable,pine trees are daxable,no
food,moccasin,food is daxable,moccasins are daxable,no
home decor,lamp,home decor is daxable,lamps are daxable,yes
accessory,bracelet,accessories are daxable,bracelets are daxable,yes
vegetable,fountain pen,vegetables are daxable,fountain pens are daxable,no
animal,lamb,animals are daxable,lambs are daxable,yes
footwear,footrest,footwear is daxable,footrests are daxable,no
home decor,birdcage,home decor is daxable,birdcages are daxable,yes
drink,latte,drinks are daxable,lattes are daxable,yes
sea animal,frog,sea animals are daxable,frogs are daxable,no
mammal,noisemaker,mammals are daxable,noisemakers are daxable,no
mammal,warthog,mammals are daxable,warthogs are daxable,yes
tool,grinder,tools are daxable,grinders are daxable,yes
clothing,enchilada,clothing is daxable,enchiladas are daxable,no
office supply,highlighter,office supplies are daxable,highlighters are daxable,yes
food,air mattress,food is daxable,air mattresses are daxable,no
clothing,vest,clothing is daxable,vests are daxable,yes
jewelry,brooch,jewelry is daxable,brooches are daxable,yes
animal,lavender,animals are daxable,lavenders are daxable,no
food,tea,food is daxable,tea is daxable,no
mammal,fountain pen,mammals are daxable,fountain pens are daxable,no
clothing,peanut butter,clothing is daxable,peanut butter is daxable,no
tool,paintbrush,tools are daxable,paintbrushes are daxable,yes
furniture,corn,furniture is daxable,corn is daxable,no
weapon,revolver,weapons are daxable,revolvers are daxable,yes
home decor,potpourri,home decor is daxable,potpourris are daxable,yes
animal,highchair,animals are daxable,highchairs are daxable,no
livestock,horse,livestocks are daxable,horses are daxable,yes
game,checkers,games are daxable,checkers are daxable,yes
mammal,icemaker,mammals are daxable,icemakers are daxable,no
dessert,cookie,desserts are daxable,cookies are daxable,yes
tool,padlock,tools are daxable,padlocks are daxable,yes
fruit,poker,fruits are daxable,pokers are daxable,no
tool,spear,tools are daxable,spears are daxable,no
dessert,brownie,desserts are daxable,brownies are daxable,yes
food,donut,food is daxable,donuts are daxable,yes
toiletry,hairdryer,toiletries are daxable,hairdryers are daxable,yes
container,taillight,containers are daxable,taillights are daxable,no
food,dip,food is daxable,dip is daxable,yes
animal,moose,animals are daxable,moose are daxable,yes
toiletry,nail polish,toiletries are daxable,nail polish is daxable,yes
breakfast,sandwich,breakfasts are daxable,sandwiches are daxable,yes
mammal,cobra,mammals are daxable,cobras are daxable,no
animal,walrus,animals are daxable,walruses are daxable,yes
toy,toast,toys are daxable,toast is daxable,no
tool,anvil,tools are daxable,anvils are daxable,yes
insect,teacup,insects are daxable,teacups are daxable,no
furniture,bed,furniture is daxable,beds are daxable,yes
tool,chisel,tools are daxable,chisels are daxable,yes
clothing,pillow,clothing is daxable,pillows are daxable,no
animal,harp,animals are daxable,harps are daxable,no
mammal,sewing machine,mammals are daxable,sewing machines are daxable,no
clothing,tomato sauce,clothing is daxable,tomato sauce is daxable,no
tool,trashcan,tools are daxable,trashcans are daxable,no
food,cleaver,food is daxable,cleavers are daxable,no
clothing,brush,clothing is daxable,brushes are daxable,no
mammal,mole,mammals are daxable,moles are daxable,yes
mammal,aardvark,mammals are daxable,aardvarks are daxable,yes
electronic device,calculator,electronic devices are daxable,calculators are daxable,no
animal,blender,animals are daxable,blenders are daxable,no
vegetable,tomato,vegetables are daxable,tomatoes are daxable,yes
home decor,dollhouse,home decor is daxable,dollhouses are daxable,no
clothing,backpack,clothing is daxable,backpacks are daxable,no
breakfast,helicopter,breakfasts are daxable,helicopters are daxable,no
electronic device,harmonica,electronic devices are daxable,harmonicas are daxable,no
kitchen equipment,pot,kitchen equipment is daxable,pots are daxable,no
bird,toucan,birds are daxable,toucans are daxable,yes
food,smoothie,food is daxable,smoothies are daxable,no
electronic device,joystick,electronic devices are daxable,joysticks are daxable,yes
food,muffin,food is daxable,muffins are daxable,yes
school supply,backpack,school supplies are daxable,backpacks are daxable,yes
animal,goldfish,animals are daxable,goldfish are daxable,yes
food,projector,food is daxable,projectors are daxable,no
mammal,stethoscope,mammals are daxable,stethoscopes are daxable,no
animal,shopping basket,animals are daxable,shopping baskets are daxable,no
animal,sea urchin,animals are daxable,sea urchins are daxable,yes
vegetable,scallion,vegetables are daxable,scallions are daxable,yes
clothing,wig,clothing is daxable,wigs are daxable,no
animal,beetle,animals are daxable,beetles are daxable,yes
women's clothing,coleslaw,women's clothes are daxable,coleslaws are daxable,no
office supply,pen,office supplies are daxable,pens are daxable,yes
vegetable,bulldozer,vegetables are daxable,bulldozers are daxable,no
vehicle,spinach,vehicles are daxable,spinach is daxable,no
food,sardine,food is daxable,sardines are daxable,yes
animal,chicken,animals are daxable,a chicken is daxable,yes
container,suitcase,containers are daxable,suitcases are daxable,yes
school supply,pen,school supplies are daxable,pens are daxable,yes
container,inkwell,containers are daxable,inkwells are daxable,yes
toiletry,shaving cream,toiletries are daxable,shaving cream is daxable,yes
animal,alpaca,animals are daxable,alpacas are daxable,yes
tool,eyedropper,tools are daxable,eyedroppers are daxable,no
clothing,clove,clothing is daxable,cloves are daxable,no
food,pinecone,food is daxable,pinecones are daxable,no
container,purse,containers are daxable,purses are daxable,yes
headwear,cauliflower,headwear is daxable,cauliflowers are daxable,no
animal,crystal ball,animals are daxable,crystal balls are daxable,no
food,chick,food is daxable,chicks are daxable,no
kitchen equipment,blender,kitchen equipment is daxable,blenders are daxable,yes
container,milkshake,containers are daxable,milkshakes are daxable,no
clothing,bed,clothing is daxable,beds are daxable,no
vehicle,bulldozer,vehicles are daxable,bulldozers are daxable,yes
toiletry,eyeliner,toiletries are daxable,eyeliners are daxable,yes
water vehicle,gondola,water vehicles are daxable,gondolas are daxable,yes
animal,wasp,animals are daxable,wasps are daxable,yes
tool,basil,tools are daxable,basil is daxable,no
container,eggnog,containers are daxable,eggnog is daxable,no
container,doghouse,containers are daxable,doghouses are daxable,yes
auto part,rim,auto parts are daxable,rims are daxable,yes
food,pesto,food is daxable,pesto is daxable,yes
insect,scorpion,insects are daxable,scorpions are daxable,no
animal,abacus,animals are daxable,abacuses are daxable,no
mammal,goose,mammals are daxable,geese are daxable,no
food,bolo tie,food is daxable,bolo ties are daxable,no
fastener,strap,fasteners are daxable,straps are daxable,yes
home decor,candelabra,home decor is daxable,candelabras are daxable,yes
home decor,dog,home decor is daxable,dogs are daxable,no
kitchen tool,skewer,kitchen tools are daxable,skewers are daxable,yes
clothing,roll,clothing is daxable,rolls are daxable,no
protective clothing,football helmet,protective clothing is daxable,football helmets are daxable,yes
animal,dice,animals are daxable,dices are daxable,no
food,taffy,food is daxable,taffy is daxable,yes
container,generator,containers are daxable,generators are daxable,no
weapon,pocketknife,weapons are daxable,pocketknives are daxable,yes
tool,pliers,tools are daxable,pliers are daxable,yes
plant,aloe,plants are daxable,aloe is daxable,yes
animal,anteater,animals are daxable,anteaters are daxable,yes
footwear,shoe,footwear is daxable,shoes are daxable,yes
bird,drill,birds are daxable,drills are daxable,no
animal,beaver,animals are daxable,beavers are daxable,yes
bird,cockatoo,birds are daxable,cockatoos are daxable,yes
footwear,snowshoe,footwear is daxable,snowshoes are daxable,yes
animal,throne,animals are daxable,thrones are daxable,no
tool,wrench,tools are daxable,wrenches are daxable,yes
insect,bee,insects are daxable,bees are daxable,yes
fruit,olive,fruits are daxable,olives are daxable,no
food,tortilla,food is daxable,tortillas are daxable,yes
mammal,wolf,mammals are daxable,wolves are daxable,yes
kitchen tool,whisk,kitchen tools are daxable,whisks are daxable,yes
weapon,scissors,weapons are daxable,scissors are daxable,yes
outerwear,scarf,outerwear is daxable,scarves are daxable,yes
fastener,file,fasteners are daxable,files are daxable,no
animal,lamp,animals are daxable,lamps are daxable,no
electronic device,piano,electronic devices are daxable,pianos are daxable,no
office supply,quill,office supplies are daxable,quills are daxable,no
school supply,pencil,school supplies are daxable,pencils are daxable,yes
furniture,trunk,furniture is daxable,trunks are daxable,no
food,food processor,food is daxable,food processors are daxable,no
animal,pear,animals are daxable,pears are daxable,no
food,cilantro,food is daxable,cilantro is daxable,yes
clothing,corset,clothing is daxable,corsets are daxable,yes
food,clothespin,food is daxable,clothespins are daxable,no
school supply,envelope,school supplies are daxable,envelopes are daxable,no
animal,electric chair,animals are daxable,electric chairs are daxable,no
food,dart,food is daxable,darts are daxable,no
game,bison,games are daxable,bisons are daxable,no
plant,pesto,plants are daxable,pesto is daxable,no
plant,plant,plants are daxable,plants are daxable,yes
kitchen equipment,icemaker,kitchen equipment is daxable,icemakers are daxable,yes
musical instrument,record player,musical instruments are daxable,record players are daxable,no
food,stroller,food is daxable,strollers are daxable,no
food,ink,food is daxable,ink is daxable,no
fruit,limousine,fruits are daxable,limousines are daxable,no
tool,quiche,tools are daxable,quiches are daxable,no
electronic device,inkwell,electronic devices are daxable,inkwells are daxable,no
school supply,chinchilla,school supplies are daxable,chinchillas are daxable,no
home decor,basket,home decor is daxable,baskets are daxable,no
plant,lime,plants are daxable,limes are daxable,no
food,stockings,food is daxable,stockings are daxable,no
dessert,cotton candy,desserts are daxable,cotton candy is daxable,no
vehicle,cookie,vehicles are daxable,cookies are daxable,no
animal,mushroom,animals are daxable,mushrooms are daxable,no
tool,stove,tools are daxable,stoves are daxable,no
tool,strainer,tools are daxable,strainers are daxable,yes
container,honeypot,containers are daxable,honeypots are daxable,yes
tool,bottle opener,tools are daxable,bottle openers are daxable,yes
plant,weed,plants are daxable,weeds are daxable,yes
tool,plunger,tools are daxable,plungers are daxable,yes
bird,crow,birds are daxable,crows are daxable,yes
food,saltshaker,food is daxable,saltshakers are daxable,no
mammal,panda,mammals are daxable,pandas are daxable,yes
clothing,visor,clothing is daxable,visors are daxable,yes
