model,model-type,concept1,concept2,raw-counts,accuracy
molmo,vlm,sweatshirt,clothing,"(7, 8)",87.5
molmo,vlm,zebra,equine,"(323, 362)",89.22651934
molmo,vlm,zebra,mammal,"(332, 362)",91.71270718
molmo,vlm,zebra,vertebrate,"(315, 362)",87.01657459
molmo,vlm,zebra,animal,"(332, 362)",91.71270718
molmo,vlm,equine,mammal,"(716, 813)",88.06888069
molmo,vlm,equine,vertebrate,"(681, 813)",83.76383764
molmo,vlm,equine,animal,"(736, 813)",90.52890529
molmo,vlm,cup,container,"(111, 123)",90.24390244
molmo,vlm,headband,band,"(3, 4)",75
molmo,vlm,headband,strip,"(3, 4)",75
molmo,vlm,band,strip,"(127, 135)",94.07407407
molmo,vlm,swimsuit,garment,"(0, 1)",0
molmo,vlm,swimsuit,clothing,"(1, 1)",100
molmo,vlm,bucket,vessel,"(3, 3)",100
molmo,vlm,bucket,container,"(3, 3)",100
molmo,vlm,vessel,container,"(356, 367)",97.0027248
molmo,vlm,pie,pastry,"(1, 2)",50
molmo,vlm,pie,baked good,"(1, 2)",50
molmo,vlm,pie,food,"(1, 2)",50
molmo,vlm,pastry,baked good,"(8, 10)",80
molmo,vlm,pastry,food,"(9, 10)",90
molmo,vlm,glass,vessel,"(39, 43)",90.69767442
molmo,vlm,glass,container,"(40, 43)",93.02325581
molmo,vlm,spoon,cutlery,"(117, 136)",86.02941176
molmo,vlm,passenger,traveler,"(8, 8)",100
molmo,vlm,passenger,person,"(8, 8)",100
molmo,vlm,traveler,person,"(12, 14)",85.71428571
molmo,vlm,sand,soil,"(210, 228)",92.10526316
molmo,vlm,sand,earth,"(204, 228)",89.47368421
molmo,vlm,soil,earth,"(220, 235)",93.61702128
molmo,vlm,towel,piece of cloth,"(103, 119)",86.55462185
molmo,vlm,towel,clothing,"(103, 119)",86.55462185
molmo,vlm,piece of cloth,clothing,"(97, 108)",89.81481481
molmo,vlm,mud,soil,"(18, 20)",90
molmo,vlm,mud,earth,"(20, 20)",100
molmo,vlm,coffee,beverage,"(36, 46)",78.26086957
molmo,vlm,eagle,bird of prey,"(11, 12)",91.66666667
molmo,vlm,eagle,bird,"(11, 12)",91.66666667
molmo,vlm,eagle,vertebrate,"(12, 12)",100
molmo,vlm,eagle,animal,"(11, 12)",91.66666667
molmo,vlm,pasture,grassland,"(4, 4)",100
molmo,vlm,wine,alcohol,"(39, 40)",97.5
molmo,vlm,wine,beverage,"(37, 40)",92.5
molmo,vlm,alcohol,beverage,"(53, 59)",89.83050847
molmo,vlm,boot,footwear,"(7, 7)",100
molmo,vlm,boot,covering,"(7, 7)",100
molmo,vlm,footwear,covering,"(51, 66)",77.27272727
molmo,vlm,chair,seat,"(124, 137)",90.51094891
molmo,vlm,chair,furniture,"(123, 137)",89.7810219
molmo,vlm,seat,furniture,"(578, 623)",92.77688604
molmo,vlm,goat,mammal,"(10, 12)",83.33333333
molmo,vlm,goat,vertebrate,"(10, 12)",83.33333333
molmo,vlm,goat,animal,"(10, 12)",83.33333333
molmo,vlm,tissue,paper,"(21, 23)",91.30434783
molmo,vlm,pineapple,fruit,"(6, 6)",100
molmo,vlm,pineapple,food,"(4, 6)",66.66666667
molmo,vlm,fruit,food,"(148, 165)",89.6969697
molmo,vlm,burger,sandwich,"(2, 2)",100
molmo,vlm,burger,food,"(2, 2)",100
molmo,vlm,sandwich,food,"(9, 9)",100
molmo,vlm,bell,acoustic device,"(1, 1)",100
molmo,vlm,bell,device,"(1, 1)",100
molmo,vlm,acoustic device,device,"(1, 2)",50
molmo,vlm,carriage,wheeled vehicle,"(4, 4)",100
molmo,vlm,carriage,vehicle,"(4, 4)",100
molmo,vlm,camera,photographic equipment,"(23, 28)",82.14285714
molmo,vlm,camera,device,"(23, 28)",82.14285714
molmo,vlm,photographic equipment,device,"(23, 26)",88.46153846
molmo,vlm,cathedral,church,"(1, 1)",100
molmo,vlm,cathedral,building,"(1, 1)",100
molmo,vlm,cathedral,structure,"(1, 1)",100
molmo,vlm,church,building,"(1, 1)",100
molmo,vlm,church,structure,"(1, 1)",100
molmo,vlm,beer,alcohol,"(15, 15)",100
molmo,vlm,beer,beverage,"(14, 15)",93.33333333
molmo,vlm,sofa,seat,"(17, 18)",94.44444444
molmo,vlm,sofa,furniture,"(14, 18)",77.77777778
molmo,vlm,banana,fruit,"(63, 70)",90
molmo,vlm,banana,food,"(59, 70)",84.28571429
molmo,vlm,platter,tableware,"(3, 3)",100
molmo,vlm,pilot,person,"(2, 2)",100
molmo,vlm,jet,aircraft,"(16, 16)",100
molmo,vlm,jet,vehicle,"(16, 16)",100
molmo,vlm,aircraft,vehicle,"(197, 233)",84.54935622
molmo,vlm,apron,protective garment,"(1, 1)",100
molmo,vlm,apron,clothing,"(1, 1)",100
molmo,vlm,protective garment,clothing,"(1, 2)",50
molmo,vlm,skirt,clothing,"(5, 5)",100
molmo,vlm,water,liquid,"(540, 599)",90.15025042
molmo,vlm,water,fluid,"(542, 599)",90.48414023
molmo,vlm,liquid,fluid,"(559, 595)",93.94957983
molmo,vlm,stadium,building,"(1, 1)",100
molmo,vlm,stadium,structure,"(1, 1)",100
molmo,vlm,cockpit,room,"(1, 2)",50
molmo,vlm,cockpit,area,"(1, 2)",50
molmo,vlm,bush,woody plant,"(12, 12)",100
molmo,vlm,bush,plant,"(12, 12)",100
molmo,vlm,woody plant,plant,"(12, 13)",92.30769231
molmo,vlm,pot,vessel,"(73, 87)",83.90804598
molmo,vlm,pot,container,"(81, 87)",93.10344828
molmo,vlm,bedroom,room,"(13, 13)",100
molmo,vlm,bedroom,area,"(13, 13)",100
molmo,vlm,kitchen,room,"(19, 19)",100
molmo,vlm,kitchen,area,"(18, 19)",94.73684211
molmo,vlm,cereal,breakfast food,"(2, 2)",100
molmo,vlm,cereal,food,"(2, 2)",100
molmo,vlm,breakfast food,food,"(2, 2)",100
molmo,vlm,cabinet,furniture,"(25, 29)",86.20689655
molmo,vlm,store,establishment,"(1, 1)",100
molmo,vlm,radio,electronic device,"(7, 7)",100
molmo,vlm,radio,device,"(7, 7)",100
molmo,vlm,stove,kitchen appliance,"(18, 27)",66.66666667
molmo,vlm,stove,home appliance,"(18, 27)",66.66666667
molmo,vlm,stove,appliance,"(21, 27)",77.77777778
molmo,vlm,kitchen appliance,home appliance,"(116, 120)",96.66666667
molmo,vlm,kitchen appliance,appliance,"(116, 120)",96.66666667
molmo,vlm,table,furniture,"(1075, 1282)",83.85335413
molmo,vlm,bull,cattle,"(29, 29)",100
molmo,vlm,bull,mammal,"(29, 29)",100
molmo,vlm,bull,vertebrate,"(25, 29)",86.20689655
molmo,vlm,bull,animal,"(26, 29)",89.65517241
molmo,vlm,cattle,mammal,"(288, 319)",90.28213166
molmo,vlm,cattle,vertebrate,"(271, 319)",84.95297806
molmo,vlm,cattle,animal,"(292, 319)",91.53605016
molmo,vlm,thermometer,measuring instrument,"(3, 3)",100
molmo,vlm,thermometer,instrument,"(3, 3)",100
molmo,vlm,thermometer,device,"(3, 3)",100
molmo,vlm,measuring instrument,instrument,"(4, 4)",100
molmo,vlm,measuring instrument,device,"(3, 4)",75
molmo,vlm,pole,rod,"(64, 65)",98.46153846
molmo,vlm,pizza,food,"(78, 82)",95.12195122
molmo,vlm,doorway,entrance,"(1, 1)",100
molmo,vlm,doorway,access,"(1, 1)",100
molmo,vlm,doorway,way,"(1, 1)",100
molmo,vlm,entrance,access,"(1, 1)",100
molmo,vlm,entrance,way,"(1, 1)",100
molmo,vlm,access,way,"(1, 1)",100
molmo,vlm,highway,road,"(4, 4)",100
molmo,vlm,baby,child,"(28, 28)",100
molmo,vlm,baby,person,"(25, 28)",89.28571429
molmo,vlm,child,person,"(89, 94)",94.68085106
molmo,vlm,scarf,garment,"(13, 14)",92.85714286
molmo,vlm,scarf,clothing,"(12, 14)",85.71428571
molmo,vlm,broom,cleaning tool,"(4, 4)",100
molmo,vlm,taxi,car,"(0, 0)",0
molmo,vlm,taxi,motor vehicle,"(0, 0)",0
molmo,vlm,taxi,wheeled vehicle,"(0, 0)",0
molmo,vlm,taxi,vehicle,"(0, 0)",0
molmo,vlm,car,motor vehicle,"(186, 199)",93.46733668
molmo,vlm,car,wheeled vehicle,"(171, 199)",85.92964824
molmo,vlm,car,vehicle,"(188, 199)",94.47236181
molmo,vlm,fence,barrier,"(478, 552)",86.5942029
molmo,vlm,fence,structure,"(444, 552)",80.43478261
molmo,vlm,barrier,structure,"(449, 497)",90.34205231
molmo,vlm,guitar,stringed instrument,"(11, 13)",84.61538462
molmo,vlm,guitar,musical instrument,"(10, 13)",76.92307692
molmo,vlm,guitar,device,"(9, 13)",69.23076923
molmo,vlm,stringed instrument,musical instrument,"(11, 12)",91.66666667
molmo,vlm,stringed instrument,device,"(10, 12)",83.33333333
molmo,vlm,musical instrument,device,"(14, 15)",93.33333333
molmo,vlm,saucer,flatware,"(18, 27)",66.66666667
molmo,vlm,saucer,tableware,"(19, 27)",70.37037037
molmo,vlm,flatware,tableware,"(16, 20)",80
molmo,vlm,pipe,tube,"(56, 63)",88.88888889
molmo,vlm,cap,headgear,"(65, 70)",92.85714286
molmo,vlm,cap,covering,"(52, 70)",74.28571429
molmo,vlm,headgear,covering,"(470, 580)",81.03448276
molmo,vlm,locomotive,wheeled vehicle,"(1, 1)",100
molmo,vlm,locomotive,vehicle,"(1, 1)",100
molmo,vlm,crown,headgear,"(15, 18)",83.33333333
molmo,vlm,crown,covering,"(16, 18)",88.88888889
molmo,vlm,airport,facility,"(4, 4)",100
molmo,vlm,brush,tool,"(42, 48)",87.5
molmo,vlm,apple,fruit,"(58, 61)",95.08196721
molmo,vlm,apple,food,"(49, 61)",80.32786885
molmo,vlm,backpack,bag,"(104, 119)",87.39495798
molmo,vlm,backpack,container,"(92, 119)",77.31092437
molmo,vlm,bag,container,"(403, 454)",88.76651982
molmo,vlm,cake,baked good,"(100, 110)",90.90909091
molmo,vlm,cake,food,"(92, 110)",83.63636364
molmo,vlm,train,vehicle,"(312, 352)",88.63636364
molmo,vlm,heater,electronic device,"(9, 10)",90
molmo,vlm,heater,device,"(8, 10)",80
molmo,vlm,tea,beverage,"(3, 4)",75
molmo,vlm,kitten,cat,"(1, 1)",100
molmo,vlm,kitten,feline,"(1, 1)",100
molmo,vlm,kitten,mammal,"(1, 1)",100
molmo,vlm,kitten,vertebrate,"(1, 1)",100
molmo,vlm,kitten,animal,"(1, 1)",100
molmo,vlm,cat,feline,"(856, 906)",94.4812362
molmo,vlm,cat,mammal,"(781, 906)",86.20309051
molmo,vlm,cat,vertebrate,"(728, 906)",80.35320088
molmo,vlm,cat,animal,"(809, 906)",89.29359823
molmo,vlm,feline,mammal,"(794, 884)",89.81900452
molmo,vlm,feline,vertebrate,"(744, 884)",84.16289593
molmo,vlm,feline,animal,"(824, 884)",93.21266968
molmo,vlm,countertop,tabletop,"(7, 7)",100
molmo,vlm,countertop,work surface,"(7, 7)",100
molmo,vlm,countertop,surface,"(7, 7)",100
molmo,vlm,tabletop,work surface,"(7, 7)",100
molmo,vlm,tabletop,surface,"(7, 7)",100
molmo,vlm,work surface,surface,"(7, 7)",100
molmo,vlm,hay,fodder,"(10, 10)",100
molmo,vlm,hay,feed,"(10, 10)",100
molmo,vlm,hay,animal food,"(9, 10)",90
molmo,vlm,fodder,feed,"(10, 10)",100
molmo,vlm,fodder,animal food,"(9, 10)",90
molmo,vlm,feed,animal food,"(9, 10)",90
molmo,vlm,frisbee,toy,"(87, 114)",76.31578947
molmo,vlm,magnet,device,"(2, 2)",100
molmo,vlm,cactus,succulent,"(2, 2)",100
molmo,vlm,cactus,plant,"(2, 2)",100
molmo,vlm,succulent,plant,"(2, 2)",100
molmo,vlm,ball,sports equipment,"(104, 142)",73.23943662
molmo,vlm,ball,equipment,"(109, 142)",76.76056338
molmo,vlm,sports equipment,equipment,"(166, 185)",89.72972973
molmo,vlm,kettle,kitchen utensil,"(13, 20)",65
molmo,vlm,kettle,utensil,"(13, 20)",65
molmo,vlm,guy,man,"(23, 24)",95.83333333
molmo,vlm,guy,adult,"(21, 24)",87.5
molmo,vlm,guy,person,"(24, 24)",100
molmo,vlm,man,adult,"(1146, 1215)",94.32098765
molmo,vlm,man,person,"(1183, 1215)",97.36625514
molmo,vlm,adult,person,"(1673, 1737)",96.31548647
molmo,vlm,shirt,garment,"(347, 399)",86.96741855
molmo,vlm,shirt,clothing,"(351, 399)",87.96992481
molmo,vlm,knife,hand tool,"(169, 207)",81.64251208
molmo,vlm,knife,tool,"(174, 207)",84.05797101
molmo,vlm,hand tool,tool,"(174, 181)",96.13259669
molmo,vlm,box,container,"(72, 73)",98.63013699
molmo,vlm,sailboat,boat,"(4, 5)",80
molmo,vlm,sailboat,water vehicle,"(4, 5)",80
molmo,vlm,sailboat,vehicle,"(4, 5)",80
molmo,vlm,boat,water vehicle,"(158, 178)",88.76404494
molmo,vlm,boat,vehicle,"(141, 178)",79.21348315
molmo,vlm,water vehicle,vehicle,"(139, 167)",83.23353293
molmo,vlm,cheese,dairy product,"(3, 5)",60
molmo,vlm,cheese,food,"(2, 5)",40
molmo,vlm,dairy product,food,"(2, 3)",66.66666667
molmo,vlm,crosswalk,path,"(3, 3)",100
molmo,vlm,crosswalk,way,"(3, 3)",100
molmo,vlm,path,way,"(103, 116)",88.79310345
molmo,vlm,zoo,facility,"(9, 9)",100
molmo,vlm,scooter,wheeled vehicle,"(7, 7)",100
molmo,vlm,scooter,vehicle,"(7, 7)",100
molmo,vlm,sidewalk,walk,"(88, 98)",89.79591837
molmo,vlm,sidewalk,path,"(91, 98)",92.85714286
molmo,vlm,sidewalk,way,"(85, 98)",86.73469388
molmo,vlm,walk,path,"(90, 91)",98.9010989
molmo,vlm,walk,way,"(85, 91)",93.40659341
molmo,vlm,cabin,room,"(7, 8)",87.5
molmo,vlm,cabin,area,"(7, 8)",87.5
molmo,vlm,sheep,mammal,"(98, 105)",93.33333333
molmo,vlm,sheep,vertebrate,"(95, 105)",90.47619048
molmo,vlm,sheep,animal,"(100, 105)",95.23809524
molmo,vlm,curtain,blind,"(98, 114)",85.96491228
molmo,vlm,curtain,protective covering,"(80, 114)",70.1754386
molmo,vlm,curtain,covering,"(86, 114)",75.43859649
molmo,vlm,bridge,structure,"(75, 78)",96.15384615
molmo,vlm,piano,keyboard instrument,"(1, 1)",100
molmo,vlm,piano,musical instrument,"(1, 1)",100
molmo,vlm,piano,device,"(1, 1)",100
molmo,vlm,keyboard instrument,musical instrument,"(1, 1)",100
molmo,vlm,keyboard instrument,device,"(1, 1)",100
molmo,vlm,toilet,room,"(76, 113)",67.25663717
molmo,vlm,toilet,area,"(76, 113)",67.25663717
molmo,vlm,canoe,small boat,"(3, 4)",75
molmo,vlm,canoe,boat,"(3, 4)",75
molmo,vlm,canoe,water vehicle,"(3, 4)",75
molmo,vlm,canoe,vehicle,"(3, 4)",75
molmo,vlm,small boat,boat,"(5, 5)",100
molmo,vlm,small boat,water vehicle,"(5, 5)",100
molmo,vlm,small boat,vehicle,"(5, 5)",100
molmo,vlm,donut,baked good,"(16, 17)",94.11764706
molmo,vlm,donut,food,"(16, 17)",94.11764706
molmo,vlm,umpire,official,"(9, 12)",75
molmo,vlm,umpire,person,"(11, 12)",91.66666667
molmo,vlm,official,person,"(9, 9)",100
molmo,vlm,horse,equine,"(439, 465)",94.40860215
molmo,vlm,horse,mammal,"(370, 465)",79.56989247
molmo,vlm,horse,vertebrate,"(352, 465)",75.69892473
molmo,vlm,horse,animal,"(393, 465)",84.51612903
molmo,vlm,antelope,mammal,"(8, 9)",88.88888889
molmo,vlm,antelope,vertebrate,"(8, 9)",88.88888889
molmo,vlm,antelope,animal,"(8, 9)",88.88888889
molmo,vlm,bouquet,flower arrangement,"(4, 4)",100
molmo,vlm,bouquet,arrangement,"(4, 4)",100
molmo,vlm,flower arrangement,arrangement,"(4, 4)",100
molmo,vlm,fireplace,enclosure,"(4, 4)",100
molmo,vlm,lamb,mammal,"(4, 4)",100
molmo,vlm,lamb,vertebrate,"(4, 4)",100
molmo,vlm,lamb,animal,"(4, 4)",100
molmo,vlm,gravel,rock,"(8, 8)",100
molmo,vlm,parrot,bird,"(12, 13)",92.30769231
molmo,vlm,parrot,vertebrate,"(10, 13)",76.92307692
molmo,vlm,parrot,animal,"(10, 13)",76.92307692
molmo,vlm,microphone,electronic device,"(1, 1)",100
molmo,vlm,microphone,device,"(1, 1)",100
molmo,vlm,collar,band,"(66, 74)",89.18918919
molmo,vlm,collar,strip,"(74, 74)",100
molmo,vlm,meat,food,"(8, 8)",100
molmo,vlm,river,body of water,"(33, 37)",89.18918919
molmo,vlm,woman,adult,"(526, 575)",91.47826087
molmo,vlm,woman,person,"(553, 575)",96.17391304
molmo,vlm,vase,jar,"(54, 58)",93.10344828
molmo,vlm,vase,vessel,"(55, 58)",94.82758621
molmo,vlm,vase,container,"(54, 58)",93.10344828
molmo,vlm,jar,vessel,"(52, 58)",89.65517241
molmo,vlm,jar,container,"(52, 58)",89.65517241
molmo,vlm,tower,building,"(49, 52)",94.23076923
molmo,vlm,tower,structure,"(48, 52)",92.30769231
molmo,vlm,sword,weapon,"(5, 5)",100
molmo,vlm,graffiti,artwork,"(11, 12)",91.66666667
molmo,vlm,graffiti,art,"(11, 12)",91.66666667
molmo,vlm,seagull,aquatic bird,"(9, 9)",100
molmo,vlm,seagull,bird,"(9, 9)",100
molmo,vlm,seagull,vertebrate,"(9, 9)",100
molmo,vlm,seagull,animal,"(9, 9)",100
molmo,vlm,aquatic bird,bird,"(10, 10)",100
molmo,vlm,aquatic bird,vertebrate,"(9, 10)",90
molmo,vlm,aquatic bird,animal,"(9, 10)",90
molmo,vlm,blouse,top,"(2, 2)",100
molmo,vlm,blouse,woman's clothing,"(2, 2)",100
molmo,vlm,blouse,clothing,"(2, 2)",100
molmo,vlm,top,woman's clothing,"(26, 43)",60.46511628
molmo,vlm,top,clothing,"(28, 43)",65.11627907
molmo,vlm,woman's clothing,clothing,"(38, 41)",92.68292683
molmo,vlm,glove,baseball equipment,"(38, 73)",52.05479452
molmo,vlm,glove,sports equipment,"(59, 73)",80.82191781
molmo,vlm,glove,equipment,"(61, 73)",83.56164384
molmo,vlm,baseball equipment,sports equipment,"(34, 50)",68
molmo,vlm,baseball equipment,equipment,"(37, 50)",74
molmo,vlm,wetsuit,garment,"(183, 203)",90.14778325
molmo,vlm,wetsuit,clothing,"(180, 203)",88.66995074
molmo,vlm,receipt,paper,"(1, 1)",100
molmo,vlm,champagne,wine,"(6, 6)",100
molmo,vlm,champagne,alcohol,"(6, 6)",100
molmo,vlm,champagne,beverage,"(4, 6)",66.66666667
molmo,vlm,tunnel,passageway,"(3, 3)",100
molmo,vlm,girl,person,"(108, 108)",100
molmo,vlm,sail,piece of cloth,"(1, 4)",25
molmo,vlm,sail,clothing,"(2, 4)",50
molmo,vlm,ketchup,condiment,"(2, 2)",100
molmo,vlm,ketchup,food,"(2, 2)",100
molmo,vlm,condiment,food,"(3, 5)",60
molmo,vlm,dispenser,container,"(3, 4)",75
molmo,vlm,bun,bread,"(2, 3)",66.66666667
molmo,vlm,bun,baked good,"(1, 3)",33.33333333
molmo,vlm,bun,food,"(1, 3)",33.33333333
molmo,vlm,planter,pot,"(17, 17)",100
molmo,vlm,planter,vessel,"(15, 17)",88.23529412
molmo,vlm,planter,container,"(17, 17)",100
molmo,vlm,urinal,plumbing fixture,"(6, 8)",75
molmo,vlm,urinal,fixture,"(6, 8)",75
molmo,vlm,plumbing fixture,fixture,"(137, 153)",89.54248366
molmo,vlm,branch,stalk,"(8, 8)",100
molmo,vlm,suit,garment,"(7, 7)",100
molmo,vlm,suit,clothing,"(7, 7)",100
molmo,vlm,sauce,condiment,"(3, 3)",100
molmo,vlm,sauce,food,"(1, 3)",33.33333333
molmo,vlm,puddle,body of water,"(2, 2)",100
molmo,vlm,shoe,footwear,"(56, 57)",98.24561404
molmo,vlm,shoe,covering,"(44, 57)",77.19298246
molmo,vlm,hallway,corridor,"(3, 3)",100
molmo,vlm,hallway,passage,"(3, 3)",100
molmo,vlm,corridor,passage,"(3, 3)",100
molmo,vlm,cucumber,vegetable,"(2, 2)",100
molmo,vlm,cucumber,produce,"(2, 2)",100
molmo,vlm,cucumber,food,"(2, 2)",100
molmo,vlm,toothbrush,brush,"(44, 50)",88
molmo,vlm,toothbrush,tool,"(39, 50)",78
molmo,vlm,purse,bag,"(51, 54)",94.44444444
molmo,vlm,purse,container,"(49, 54)",90.74074074
molmo,vlm,picture,artwork,"(66, 75)",88
molmo,vlm,picture,art,"(70, 75)",93.33333333
molmo,vlm,uniform,clothing,"(17, 21)",80.95238095
molmo,vlm,pitcher,athlete,"(4, 5)",80
molmo,vlm,pitcher,person,"(4, 5)",80
molmo,vlm,cookie,baked good,"(4, 5)",80
molmo,vlm,cookie,food,"(4, 5)",80
molmo,vlm,lemon,citrus fruit,"(7, 7)",100
molmo,vlm,lemon,fruit,"(6, 7)",85.71428571
molmo,vlm,lemon,food,"(6, 7)",85.71428571
molmo,vlm,citrus fruit,fruit,"(11, 12)",91.66666667
molmo,vlm,citrus fruit,food,"(11, 12)",91.66666667
molmo,vlm,bowl,vessel,"(79, 87)",90.8045977
molmo,vlm,bowl,container,"(83, 87)",95.40229885
molmo,vlm,racket,sports equiment,"(252, 310)",81.29032258
molmo,vlm,sausage,meat,"(4, 4)",100
molmo,vlm,sausage,food,"(4, 4)",100
molmo,vlm,bookshelf,shelf,"(26, 29)",89.65517241
molmo,vlm,drawer,container,"(39, 45)",86.66666667
molmo,vlm,couch,seat,"(38, 41)",92.68292683
molmo,vlm,couch,furniture,"(38, 41)",92.68292683
molmo,vlm,trash,waste,"(3, 3)",100
molmo,vlm,wool,clothing,"(1, 1)",100
molmo,vlm,bike,motor vehicle,"(108, 123)",87.80487805
molmo,vlm,bike,wheeled vehicle,"(111, 123)",90.24390244
molmo,vlm,bike,vehicle,"(117, 123)",95.12195122
molmo,vlm,vest,garment,"(2, 2)",100
molmo,vlm,vest,clothing,"(2, 2)",100
molmo,vlm,napkin,table linen,"(101, 120)",84.16666667
molmo,vlm,napkin,linen,"(106, 120)",88.33333333
molmo,vlm,napkin,covering,"(87, 120)",72.5
molmo,vlm,table linen,linen,"(145, 167)",86.82634731
molmo,vlm,table linen,covering,"(135, 167)",80.83832335
molmo,vlm,linen,covering,"(138, 166)",83.13253012
molmo,vlm,audience,gathering,"(1, 1)",100
molmo,vlm,audience,group,"(1, 1)",100
molmo,vlm,gathering,group,"(6, 6)",100
molmo,vlm,coat,garment,"(199, 227)",87.66519824
molmo,vlm,coat,clothing,"(195, 227)",85.9030837
molmo,vlm,surfboard,board,"(403, 435)",92.64367816
molmo,vlm,pan,kitchen utensil,"(20, 28)",71.42857143
molmo,vlm,pan,utensil,"(20, 28)",71.42857143
molmo,vlm,policeman,person,"(2, 3)",66.66666667
molmo,vlm,ring,jewelry,"(17, 18)",94.44444444
molmo,vlm,ring,ornament,"(17, 18)",94.44444444
molmo,vlm,ring,decoration,"(14, 18)",77.77777778
molmo,vlm,hat,headgear,"(249, 275)",90.54545455
molmo,vlm,hat,covering,"(216, 275)",78.54545455
molmo,vlm,couple,people,"(3, 3)",100
molmo,vlm,bicycle,wheeled vehicle,"(15, 17)",88.23529412
molmo,vlm,bicycle,vehicle,"(15, 17)",88.23529412
molmo,vlm,surfer,athlete,"(42, 43)",97.6744186
molmo,vlm,surfer,person,"(40, 43)",93.02325581
molmo,vlm,cow,cattle,"(279, 290)",96.20689655
molmo,vlm,cow,mammal,"(256, 290)",88.27586207
molmo,vlm,cow,vertebrate,"(243, 290)",83.79310345
molmo,vlm,cow,animal,"(264, 290)",91.03448276
molmo,vlm,tray,receptacle,"(29, 34)",85.29411765
molmo,vlm,tray,container,"(31, 34)",91.17647059
molmo,vlm,receptacle,container,"(33, 33)",100
molmo,vlm,fur,animal skin,"(18, 22)",81.81818182
molmo,vlm,boy,person,"(134, 136)",98.52941176
molmo,vlm,house,building,"(39, 39)",100
molmo,vlm,house,structure,"(32, 39)",82.05128205
molmo,vlm,jeep,car,"(8, 8)",100
molmo,vlm,jeep,motor vehicle,"(8, 8)",100
molmo,vlm,jeep,wheeled vehicle,"(7, 8)",87.5
molmo,vlm,jeep,vehicle,"(8, 8)",100
molmo,vlm,fish,vertebrate,"(5, 5)",100
molmo,vlm,fish,animal,"(5, 5)",100
molmo,vlm,dog,canine,"(973, 1049)",92.75500477
molmo,vlm,dog,mammal,"(898, 1049)",85.60533842
molmo,vlm,dog,vertebrate,"(847, 1049)",80.7435653
molmo,vlm,dog,animal,"(937, 1049)",89.32316492
molmo,vlm,canine,mammal,"(907, 999)",90.79079079
molmo,vlm,canine,vertebrate,"(860, 999)",86.08608609
molmo,vlm,canine,animal,"(942, 999)",94.29429429
molmo,vlm,chicken,domestic fowl,"(27, 29)",93.10344828
molmo,vlm,chicken,bird,"(28, 29)",96.55172414
molmo,vlm,chicken,vertebrate,"(28, 29)",96.55172414
molmo,vlm,chicken,animal,"(28, 29)",96.55172414
molmo,vlm,domestic fowl,bird,"(28, 28)",100
molmo,vlm,domestic fowl,vertebrate,"(28, 28)",100
molmo,vlm,domestic fowl,animal,"(27, 28)",96.42857143
molmo,vlm,placemat,pad,"(17, 20)",85
molmo,vlm,tie,neckwear,"(1, 1)",100
molmo,vlm,tie,garment,"(0, 1)",0
molmo,vlm,tie,clothing,"(0, 1)",0
molmo,vlm,neckwear,garment,"(0, 1)",0
molmo,vlm,neckwear,clothing,"(0, 1)",0
molmo,vlm,foil,sheet metal,"(3, 3)",100
molmo,vlm,foil,sheet,"(3, 3)",100
