idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
934,airport,facility,liquid,airports are a type of facility,airports are a type of liquid
935,airport,facility,plant,airports are a type of facility,airports are a type of plant
936,airport,facility,gathering,airports are a type of facility,airports are a type of gathering
937,brush,tool,equine,brushes are a type of tool,brushes are a type of equine
938,brush,tool,spice,brushes are a type of tool,brushes are a type of spice
939,brush,tool,person,brushes are a type of tool,brushes are a type of person
940,brush,tool,shelf,brushes are a type of tool,brushes are a type of shelf
941,apple,fruit,establishment,apples are a type of fruit,apples are a type of establishment
942,apple,fruit,flatware,apples are a type of fruit,apples are a type of flatware
943,apple,fruit,measuring instrument,apples are a type of fruit,apples are a type of measuring instrument
944,apple,fruit,paper,apples are a type of fruit,apples are a type of paper
945,apple,food,absorbent material,apples are a type of food,apples are a type of absorbent material
946,apple,food,toiletry,apples are a type of food,apples are a type of toiletry
947,apple,food,baggage,apples are a type of food,apples are a type of baggage
948,apple,food,alcohol,apples are a type of food,apples are a type of alcohol
949,backpack,bag,plant,backpacks are a type of bag,backpacks are a type of plant
950,backpack,bag,spice,backpacks are a type of bag,backpacks are a type of spice
951,backpack,bag,path,backpacks are a type of bag,backpacks are a type of path
952,backpack,bag,vessel,backpacks are a type of bag,backpacks are a type of vessel
953,backpack,container,bedding,backpacks are a type of container,backpacks are a type of bedding
954,backpack,container,invertebrate,backpacks are a type of container,backpacks are a type of invertebrate
955,backpack,container,canine,backpacks are a type of container,backpacks are a type of canine
956,backpack,container,sheet,backpacks are a type of container,backpacks are a type of sheet
957,cake,baked good,decoration,cakes are a type of baked good,cakes are a type of decoration
958,cake,baked good,people,cakes are a type of baked good,cakes are a type of people
959,cake,baked good,instrument,cakes are a type of baked good,cakes are a type of instrument
960,cake,baked good,woody plant,cakes are a type of baked good,cakes are a type of woody plant
961,cake,food,tool,cakes are a type of food,cakes are a type of tool
962,cake,food,absorbent material,cakes are a type of food,cakes are a type of absorbent material
963,cake,food,strip,cakes are a type of food,cakes are a type of strip
964,cake,food,rabbit,cakes are a type of food,cakes are a type of rabbit
965,train,vehicle,rock,trains are a type of vehicle,trains are a type of rock
966,train,vehicle,bird,trains are a type of vehicle,trains are a type of bird
967,train,vehicle,personal computer,trains are a type of vehicle,trains are a type of personal computer
968,train,vehicle,barrier,trains are a type of vehicle,trains are a type of barrier
969,heater,electronic device,feed,heaters are a type of electronic device,heaters are a type of feed
970,heater,electronic device,pad,heaters are a type of electronic device,heaters are a type of pad
971,heater,electronic device,equipment,heaters are a type of electronic device,heaters are a type of equipment
972,heater,electronic device,cattle,heaters are a type of electronic device,heaters are a type of cattle
973,heater,device,shelf,heaters are a type of device,heaters are a type of shelf
974,heater,device,sheet metal,heaters are a type of device,heaters are a type of sheet metal
975,heater,device,vegetable,heaters are a type of device,heaters are a type of vegetable
976,heater,device,plumbing fixture,heaters are a type of device,heaters are a type of plumbing fixture
977,tea,beverage,bat,tea is a type of beverage,tea is a type of bat
978,tea,beverage,person,tea is a type of beverage,tea is a type of person
979,tea,beverage,bedroom furniture,tea is a type of beverage,tea is a type of bedroom furniture
980,tea,beverage,traveler,tea is a type of beverage,tea is a type of traveler
981,kitten,cat,pad,kittens are a type of cat,kittens are a type of pad
982,kitten,cat,sandwich,kittens are a type of cat,kittens are a type of sandwich
983,kitten,cat,meat,kittens are a type of cat,kittens are a type of meat
984,kitten,cat,utensil,kittens are a type of cat,kittens are a type of utensil
985,kitten,feline,passage,kittens are a type of feline,kittens are a type of passage
986,kitten,feline,person,kittens are a type of feline,kittens are a type of person
987,kitten,feline,instrument,kittens are a type of feline,kittens are a type of instrument
988,kitten,feline,shelf,kittens are a type of feline,kittens are a type of shelf
989,kitten,mammal,lake,kittens are a type of mammal,kittens are a type of lake
990,kitten,mammal,adult,kittens are a type of mammal,kittens are a type of adult
991,kitten,mammal,people,kittens are a type of mammal,kittens are a type of people
992,kitten,mammal,aircraft,kittens are a type of mammal,kittens are a type of aircraft
993,kitten,vertebrate,fluid,kittens are a type of vertebrate,kittens are a type of fluid
994,kitten,vertebrate,table,kittens are a type of vertebrate,kittens are a type of table
995,kitten,vertebrate,partition,kittens are a type of vertebrate,kittens are a type of partition
996,kitten,vertebrate,ornament,kittens are a type of vertebrate,kittens are a type of ornament
997,kitten,animal,woman,kittens are a type of animal,kittens are a type of woman
998,kitten,animal,ball,kittens are a type of animal,kittens are a type of ball
999,kitten,animal,dairy product,kittens are a type of animal,kittens are a type of dairy product
1000,kitten,animal,root vegetable,kittens are a type of animal,kittens are a type of root vegetable
1001,countertop,tabletop,boat,countertops are a type of tabletop,countertops are a type of boat
1002,countertop,tabletop,writing device,countertops are a type of tabletop,countertops are a type of writing device
1003,countertop,tabletop,keyboard instrument,countertops are a type of tabletop,countertops are a type of keyboard instrument
1004,countertop,tabletop,passageway,countertops are a type of tabletop,countertops are a type of passageway
1005,countertop,work surface,baggage,countertops are a type of work surface,countertops are a type of baggage
1006,countertop,work surface,fodder,countertops are a type of work surface,countertops are a type of fodder
1007,countertop,work surface,cat,countertops are a type of work surface,countertops are a type of cat
1008,countertop,work surface,acoustic device,countertops are a type of work surface,countertops are a type of acoustic device
1009,countertop,surface,rabbit,countertops are a type of surface,countertops are a type of rabbit
1010,countertop,surface,percussion instrument,countertops are a type of surface,countertops are a type of percussion instrument
1011,countertop,surface,insect,countertops are a type of surface,countertops are a type of insect
1012,countertop,surface,man,countertops are a type of surface,countertops are a type of man
1013,hay,fodder,covering,hay is a type of fodder,hay is a type of covering
1014,hay,fodder,toiletry,hay is a type of fodder,hay is a type of toiletry
1015,hay,fodder,decoration,hay is a type of fodder,hay is a type of decoration
1016,hay,fodder,topping,hay is a type of fodder,hay is a type of topping
1017,hay,feed,toy,hay is a type of feed,hay is a type of toy
1018,hay,feed,mixer,hay is a type of feed,hay is a type of mixer
1019,hay,feed,absorbent material,hay is a type of feed,hay is a type of absorbent material
1020,hay,feed,feline,hay is a type of feed,hay is a type of feline
1021,hay,animal food,art,hay is a type of animal food,hay is a type of art
1022,hay,animal food,gathering,hay is a type of animal food,hay is a type of gathering
1023,hay,animal food,fixture,hay is a type of animal food,hay is a type of fixture
1024,hay,animal food,source of illumination,hay is a type of animal food,hay is a type of source of illumination
1025,frisbee,toy,pastry,frisbees are a type of toy,frisbees are a type of pastry
1026,frisbee,toy,flower arrangement,frisbees are a type of toy,frisbees are a type of flower arrangement
1027,frisbee,toy,kitchen appliance,frisbees are a type of toy,frisbees are a type of kitchen appliance
1028,frisbee,toy,structure,frisbees are a type of toy,frisbees are a type of structure
1029,magnet,device,feed,magnets are a type of device,magnets are a type of feed
1030,magnet,device,work surface,magnets are a type of device,magnets are a type of work surface
1031,magnet,device,rod,magnets are a type of device,magnets are a type of rod
1032,magnet,device,condiment,magnets are a type of device,magnets are a type of condiment
1033,cactus,succulent,citrus fruit,a cactus is a type of succulent,a cactus is a type of citrus fruit
