item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
2912,87,2,ns_4,bedroom,beverage,4,Is it true that a bedroom is a type of beverage?,bedroom,beverage
2913,88,1,ns_1,kitchen,gathering,1,Is it true that kitchens are gatherings?,kitchens,gatherings
2914,88,1,ns_1,kitchen,gathering,2,Is it true that a kitchen is a gathering?,kitchen,gathering
2915,88,1,ns_1,kitchen,gathering,3,Is it true that kitchens are a type of gathering?,kitchens,gathering
2916,88,1,ns_1,kitchen,gathering,4,Is it true that a kitchen is a type of gathering?,kitchen,gathering
2917,88,1,ns_2,kitchen,grassland,1,Is it true that kitchens are grasslands?,kitchens,grasslands
2918,88,1,ns_2,kitchen,grassland,2,Is it true that a kitchen is grasslands?,kitchen,grasslands
2919,88,1,ns_2,kitchen,grassland,3,Is it true that kitchens are a type of grassland?,kitchens,grassland
2920,88,1,ns_2,kitchen,grassland,4,Is it true that a kitchen is a type of grassland?,kitchen,grassland
2921,88,1,ns_3,kitchen,furniture,1,Is it true that kitchens are furniture?,kitchens,furniture
2922,88,1,ns_3,kitchen,furniture,2,Is it true that a kitchen is furniture?,kitchen,furniture
2923,88,1,ns_3,kitchen,furniture,3,Is it true that kitchens are a type of furniture?,kitchens,furniture
2924,88,1,ns_3,kitchen,furniture,4,Is it true that a kitchen is a type of furniture?,kitchen,furniture
2925,88,1,ns_4,kitchen,shirt,1,Is it true that kitchens are shirts?,kitchens,shirts
2926,88,1,ns_4,kitchen,shirt,2,Is it true that a kitchen is a shirt?,kitchen,shirt
2927,88,1,ns_4,kitchen,shirt,3,Is it true that kitchens are a type of shirt?,kitchens,shirt
2928,88,1,ns_4,kitchen,shirt,4,Is it true that a kitchen is a type of shirt?,kitchen,shirt
2929,88,2,ns_1,kitchen,equine,1,Is it true that kitchens are equines?,kitchens,equines
2930,88,2,ns_1,kitchen,equine,2,Is it true that a kitchen is an equine?,kitchen,equine
2931,88,2,ns_1,kitchen,equine,3,Is it true that kitchens are a type of equine?,kitchens,equine
2932,88,2,ns_1,kitchen,equine,4,Is it true that a kitchen is a type of equine?,kitchen,equine
2933,88,2,ns_2,kitchen,mammal,1,Is it true that kitchens are mammals?,kitchens,mammals
2934,88,2,ns_2,kitchen,mammal,2,Is it true that a kitchen is a mammal?,kitchen,mammal
2935,88,2,ns_2,kitchen,mammal,3,Is it true that kitchens are a type of mammal?,kitchens,mammal
2936,88,2,ns_2,kitchen,mammal,4,Is it true that a kitchen is a type of mammal?,kitchen,mammal
2937,88,2,ns_3,kitchen,sports equipment,1,Is it true that kitchens are sports equipment?,kitchens,sports equipment
2938,88,2,ns_3,kitchen,sports equipment,2,Is it true that a kitchen is sports equipment?,kitchen,sports equipment
2939,88,2,ns_3,kitchen,sports equipment,3,Is it true that kitchens are a type of sports equipment?,kitchens,sports equipment
2940,88,2,ns_3,kitchen,sports equipment,4,Is it true that a kitchen is a type of sports equipment?,kitchen,sports equipment
2941,88,2,ns_4,kitchen,electronic device,1,Is it true that kitchens are electronic devices?,kitchens,electronic devices
2942,88,2,ns_4,kitchen,electronic device,2,Is it true that a kitchen is an electronic device?,kitchen,electronic device
2943,88,2,ns_4,kitchen,electronic device,3,Is it true that kitchens are a type of electronic device?,kitchens,electronic device
2944,88,2,ns_4,kitchen,electronic device,4,Is it true that a kitchen is a type of electronic device?,kitchen,electronic device
2945,89,1,ns_1,cereal,home appliance,1,Is it true that cereals are home appliances?,cereals,home appliances
2946,89,1,ns_1,cereal,home appliance,2,Is it true that a cereal is a home appliance?,cereal,home appliance
2947,89,1,ns_1,cereal,home appliance,3,Is it true that cereals are a type of home appliance?,cereals,home appliance
2948,89,1,ns_1,cereal,home appliance,4,Is it true that a cereal is a type of home appliance?,cereal,home appliance
2949,89,1,ns_2,cereal,fruit,1,Is it true that cereals are fruits?,cereals,fruits
2950,89,1,ns_2,cereal,fruit,2,Is it true that a cereal is a fruit?,cereal,fruit
2951,89,1,ns_2,cereal,fruit,3,Is it true that cereals are a type of fruit?,cereals,fruit
2952,89,1,ns_2,cereal,fruit,4,Is it true that a cereal is a type of fruit?,cereal,fruit
2953,89,1,ns_3,cereal,sheet,1,Is it true that cereals are sheets?,cereals,sheets
2954,89,1,ns_3,cereal,sheet,2,Is it true that a cereal is a sheet?,cereal,sheet
2955,89,1,ns_3,cereal,sheet,3,Is it true that cereals are a type of sheet?,cereals,sheet
2956,89,1,ns_3,cereal,sheet,4,Is it true that a cereal is a type of sheet?,cereal,sheet
2957,89,1,ns_4,cereal,wheeled vehicle,1,Is it true that cereals are wheeled vehicles?,cereals,wheeled vehicles
2958,89,1,ns_4,cereal,wheeled vehicle,2,Is it true that a cereal is a wheeled vehicle?,cereal,wheeled vehicle
2959,89,1,ns_4,cereal,wheeled vehicle,3,Is it true that cereals are a type of wheeled vehicle?,cereals,wheeled vehicle
2960,89,1,ns_4,cereal,wheeled vehicle,4,Is it true that a cereal is a type of wheeled vehicle?,cereal,wheeled vehicle
2961,89,2,ns_1,cereal,people,1,Is it true that cereals are people?,cereals,people
2962,89,2,ns_1,cereal,people,2,Is it true that a cereal is a person?,cereal,person
2963,89,2,ns_1,cereal,people,3,Is it true that cereals are a type of people?,cereals,people
2964,89,2,ns_1,cereal,people,4,Is it true that a cereal is a type of people?,cereal,people
2965,89,2,ns_2,cereal,waste,1,Is it true that cereals are waste?,cereals,waste
2966,89,2,ns_2,cereal,waste,2,Is it true that a cereal is waste?,cereal,waste
2967,89,2,ns_2,cereal,waste,3,Is it true that cereals are a type of waste?,cereals,waste
2968,89,2,ns_2,cereal,waste,4,Is it true that a cereal is a type of waste?,cereal,waste
2969,89,2,ns_3,cereal,animal skin,1,Is it true that cereals are animal skins?,cereals,animal skins
2970,89,2,ns_3,cereal,animal skin,2,Is it true that a cereal is animal skin?,cereal,animal skin
2971,89,2,ns_3,cereal,animal skin,3,Is it true that cereals are a type of animal skin?,cereals,animal skin
2972,89,2,ns_3,cereal,animal skin,4,Is it true that a cereal is a type of animal skin?,cereal,animal skin
2973,89,2,ns_4,cereal,root vegetable,1,Is it true that cereals are root vegetables?,cereals,root vegetables
2974,89,2,ns_4,cereal,root vegetable,2,Is it true that a cereal is a root vegetable?,cereal,root vegetable
2975,89,2,ns_4,cereal,root vegetable,3,Is it true that cereals are a type of root vegetable?,cereals,root vegetable
2976,89,2,ns_4,cereal,root vegetable,4,Is it true that a cereal is a type of root vegetable?,cereal,root vegetable
2977,90,1,ns_1,cabinet,percussion instrument,1,Is it true that cabinets are percurssion instruments?,cabinets,percurssion instruments
2978,90,1,ns_1,cabinet,percussion instrument,2,Is it true that a cabinet is a percussion instrument?,cabinet,percussion instrument
2979,90,1,ns_1,cabinet,percussion instrument,3,Is it true that cabinets are a type of percussion instrument?,cabinets,percussion instrument
2980,90,1,ns_1,cabinet,percussion instrument,4,Is it true that a cabinet is a type of percussion instrument?,cabinet,percussion instrument
2981,90,1,ns_2,cabinet,stringed instrument,1,Is it true that cabinets are stringed instruments?,cabinets,stringed instruments
2982,90,1,ns_2,cabinet,stringed instrument,2,Is it true that a cabinet is stringed instruments?,cabinet,stringed instruments
2983,90,1,ns_2,cabinet,stringed instrument,3,Is it true that cabinets are a type of stringed instrument?,cabinets,stringed instrument
2984,90,1,ns_2,cabinet,stringed instrument,4,Is it true that a cabinet is a type of stringed instrument?,cabinet,stringed instrument
2985,90,1,ns_3,cabinet,electronic device,1,Is it true that cabinets are electronic devices?,cabinets,electronic devices
2986,90,1,ns_3,cabinet,electronic device,2,Is it true that a cabinet is an electronic device?,cabinet,electronic device
2987,90,1,ns_3,cabinet,electronic device,3,Is it true that cabinets are a type of electronic device?,cabinets,electronic device
2988,90,1,ns_3,cabinet,electronic device,4,Is it true that a cabinet is a type of electronic device?,cabinet,electronic device
2989,90,1,ns_4,cabinet,neckwear,1,Is it true that cabinets are neckwear?,cabinets,neckwear
2990,90,1,ns_4,cabinet,neckwear,2,Is it true that a cabinet is neckwear?,cabinet,neckwear
2991,90,1,ns_4,cabinet,neckwear,3,Is it true that cabinets are a type of neckwear?,cabinets,neckwear
2992,90,1,ns_4,cabinet,neckwear,4,Is it true that a cabinet is a type of neckwear?,cabinet,neckwear
2993,91,1,ns_1,store,writing tool,1,Is it true that stores are writing tools?,stores,writing tools
2994,91,1,ns_1,store,writing tool,2,Is it true that a store is a writing tool?,store,writing tool
2995,91,1,ns_1,store,writing tool,3,Is it true that stores are a type of writing tool?,stores,writing tool
2996,91,1,ns_1,store,writing tool,4,Is it true that a store is a type of writing tool?,store,writing tool
2997,91,1,ns_2,store,garment,1,Is it true that stores are garments?,stores,garments
2998,91,1,ns_2,store,garment,2,Is it true that a store is garments?,store,garments
2999,91,1,ns_2,store,garment,3,Is it true that stores are a type of garment?,stores,garment
3000,91,1,ns_2,store,garment,4,Is it true that a store is a type of garment?,store,garment
3001,91,1,ns_3,store,table linen,1,Is it true that stores are table linen?,stores,table linen
3002,91,1,ns_3,store,table linen,2,Is it true that a store is table linen?,store,table linen
3003,91,1,ns_3,store,table linen,3,Is it true that stores are a type of table linen?,stores,table linen
3004,91,1,ns_3,store,table linen,4,Is it true that a store is a type of table linen?,store,table linen
3005,91,1,ns_4,store,surface,1,Is it true that stores are surfaces?,stores,surfaces
3006,91,1,ns_4,store,surface,2,Is it true that a store is a surface?,store,surface
3007,91,1,ns_4,store,surface,3,Is it true that stores are a type of surface?,stores,surface
3008,91,1,ns_4,store,surface,4,Is it true that a store is a type of surface?,store,surface
3009,92,1,ns_1,radio,room,1,Is it true that radios are rooms?,radios,rooms
3010,92,1,ns_1,radio,room,2,Is it true that a radio is a room?,radio,room
3011,92,1,ns_1,radio,room,3,Is it true that radios are a type of room?,radios,room
3012,92,1,ns_1,radio,room,4,Is it true that a radio is a type of room?,radio,room
3013,92,1,ns_2,radio,establishment,1,Is it true that radios are establishments?,radios,establishments
3014,92,1,ns_2,radio,establishment,2,Is it true that a radio is an establishment?,radio,establishment
3015,92,1,ns_2,radio,establishment,3,Is it true that radios are a type of establishment?,radios,establishment
3016,92,1,ns_2,radio,establishment,4,Is it true that a radio is a type of establishment?,radio,establishment
3017,92,1,ns_3,radio,passage,1,Is it true that radios are passages?,radios,passages
3018,92,1,ns_3,radio,passage,2,Is it true that a radio is a passage?,radio,passage
3019,92,1,ns_3,radio,passage,3,Is it true that radios are a type of passage?,radios,passage
3020,92,1,ns_3,radio,passage,4,Is it true that a radio is a type of passage?,radio,passage
3021,92,1,ns_4,radio,absorbent material,1,Is it true that radios are absorbent materials?,radios,absorbent materials
3022,92,1,ns_4,radio,absorbent material,2,Is it true that a radio is an absorbent material?,radio,absorbent material
3023,92,1,ns_4,radio,absorbent material,3,Is it true that radios are a type of absorbent material?,radios,absorbent material
3024,92,1,ns_4,radio,absorbent material,4,Is it true that a radio is a type of absorbent material?,radio,absorbent material
3025,92,2,ns_1,radio,sheet metal,1,Is it true that radios are sheet metals?,radios,sheet metals
3026,92,2,ns_1,radio,sheet metal,2,Is it true that a radio is sheet metal?,radio,sheet metal
3027,92,2,ns_1,radio,sheet metal,3,Is it true that radios are a type of sheet metal?,radios,sheet metal
3028,92,2,ns_1,radio,sheet metal,4,Is it true that a radio is a type of sheet metal?,radio,sheet metal
3029,92,2,ns_2,radio,grassland,1,Is it true that radios are grasslands?,radios,grasslands
3030,92,2,ns_2,radio,grassland,2,Is it true that a radio is grasslands?,radio,grasslands
3031,92,2,ns_2,radio,grassland,3,Is it true that radios are a type of grassland?,radios,grassland
3032,92,2,ns_2,radio,grassland,4,Is it true that a radio is a type of grassland?,radio,grassland
3033,92,2,ns_3,radio,waste,1,Is it true that radios are waste?,radios,waste
3034,92,2,ns_3,radio,waste,2,Is it true that a radio is waste?,radio,waste
3035,92,2,ns_3,radio,waste,3,Is it true that radios are a type of waste?,radios,waste
3036,92,2,ns_3,radio,waste,4,Is it true that a radio is a type of waste?,radio,waste
3037,92,2,ns_4,radio,absorbent material,1,Is it true that radios are absorbent materials?,radios,absorbent materials
3038,92,2,ns_4,radio,absorbent material,2,Is it true that a radio is an absorbent material?,radio,absorbent material
3039,92,2,ns_4,radio,absorbent material,3,Is it true that radios are a type of absorbent material?,radios,absorbent material
3040,92,2,ns_4,radio,absorbent material,4,Is it true that a radio is a type of absorbent material?,radio,absorbent material
3041,93,1,ns_1,stove,artwork,1,Is it true that stoves are artworks?,stoves,artworks
3042,93,1,ns_1,stove,artwork,2,Is it true that a stove is an artwork?,stove,artwork
3043,93,1,ns_1,stove,artwork,3,Is it true that stoves are a type of artwork?,stoves,artwork
3044,93,1,ns_1,stove,artwork,4,Is it true that a stove is a type of artwork?,stove,artwork
3045,93,1,ns_2,stove,beverage,1,Is it true that stoves are beverages?,stoves,beverages
3046,93,1,ns_2,stove,beverage,2,Is it true that a stove is a beverage?,stove,beverage
3047,93,1,ns_2,stove,beverage,3,Is it true that stoves are a type of beverage?,stoves,beverage
3048,93,1,ns_2,stove,beverage,4,Is it true that a stove is a type of beverage?,stove,beverage
3049,93,1,ns_3,stove,decoration,1,Is it true that stoves are decorations?,stoves,decorations
3050,93,1,ns_3,stove,decoration,2,Is it true that a stove is a decoration?,stove,decoration
3051,93,1,ns_3,stove,decoration,3,Is it true that stoves are a type of decoration?,stoves,decoration
3052,93,1,ns_3,stove,decoration,4,Is it true that a stove is a type of decoration?,stove,decoration
3053,93,1,ns_4,stove,cat,1,Is it true that stoves are cats?,stoves,cats
3054,93,1,ns_4,stove,cat,2,Is it true that a stove is a cat?,stove,cat
3055,93,1,ns_4,stove,cat,3,Is it true that stoves are a type of cat?,stoves,cat
3056,93,1,ns_4,stove,cat,4,Is it true that a stove is a type of cat?,stove,cat
3057,93,2,ns_1,stove,facility,1,Is it true that stoves are facilities?,stoves,facilities
3058,93,2,ns_1,stove,facility,2,Is it true that a stove is a facility?,stove,facility
3059,93,2,ns_1,stove,facility,3,Is it true that stoves are a type of facility?,stoves,facility
3060,93,2,ns_1,stove,facility,4,Is it true that a stove is a type of facility?,stove,facility
3061,93,2,ns_2,stove,rabbit,1,Is it true that stoves are rabbits?,stoves,rabbits
3062,93,2,ns_2,stove,rabbit,2,Is it true that a stove is a rabbit?,stove,rabbit
3063,93,2,ns_2,stove,rabbit,3,Is it true that stoves are a type of rabbit?,stoves,rabbit
3064,93,2,ns_2,stove,rabbit,4,Is it true that a stove is a type of rabbit?,stove,rabbit
3065,93,2,ns_3,stove,partition,1,Is it true that stoves are partitions?,stoves,partitions
3066,93,2,ns_3,stove,partition,2,Is it true that a stove is a partition?,stove,partition
3067,93,2,ns_3,stove,partition,3,Is it true that stoves are a type of partition?,stoves,partition
3068,93,2,ns_3,stove,partition,4,Is it true that a stove is a type of partition?,stove,partition
3069,93,2,ns_4,stove,area,1,Is it true that stoves are areas?,stoves,areas
3070,93,2,ns_4,stove,area,2,Is it true that a stove is an area?,stove,area
3071,93,2,ns_4,stove,area,3,Is it true that stoves are a type of area?,stoves,area
3072,93,2,ns_4,stove,area,4,Is it true that a stove is a type of area?,stove,area
3073,93,3,ns_1,stove,athlete,1,Is it true that stoves are athletes?,stoves,athletes
3074,93,3,ns_1,stove,athlete,2,Is it true that a stove is an athelete?,stove,athelete
3075,93,3,ns_1,stove,athlete,3,Is it true that stoves are a type of athlete?,stoves,athlete
3076,93,3,ns_1,stove,athlete,4,Is it true that a stove is a type of athlete?,stove,athlete
3077,93,3,ns_2,stove,bread,1,Is it true that stoves are breads?,stoves,breads
3078,93,3,ns_2,stove,bread,2,Is it true that a stove is bread?,stove,bread
