premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
electronic device,harmonica,no,0.6354730725288391,high,electronic devices,harmonicas
kitchen equipment,pot,no,0.8632414937019348,high,kitchen equipment,pots
bird,toucan,yes,0.9443268179893494,high,birds,toucans
food,smoothie,no,0.7286425828933716,high,food,smoothies
electronic device,joystick,yes,0.7833611369132996,high,electronic devices,joysticks
food,muffin,yes,0.7867009043693542,high,food,muffins
school supply,backpack,yes,0.296389102935791,high,school supplies,backpacks
animal,goldfish,yes,0.7894189357757568,high,animals,goldfish
food,projector,no,0.13197940587997437,low,food,projectors
mammal,stethoscope,no,0.10114986449480057,low,mammals,stethoscopes
animal,shopping basket,no,0.11697332561016083,low,animals,shopping baskets
animal,sea urchin,yes,0.6382907629013062,high,animals,sea urchins
vegetable,scallion,yes,0.8586162328720093,high,vegetables,scallions
clothing,wig,no,0.7502021193504333,high,clothing,wigs
animal,beetle,yes,0.8315289616584778,high,animals,beetles
women's clothing,coleslaw,no,0.15199652314186096,low,women's clothes,coleslaws
office supply,pen,yes,0.7628450393676758,high,office supplies,pens
vegetable,bulldozer,no,0.09590274840593338,low,vegetables,bulldozers
vehicle,spinach,no,0.11055229604244232,high,vehicles,spinach
food,sardine,yes,0.6728178858757019,high,food,sardines
animal,chicken,yes,0.871569037437439,high,animals,chicken
container,suitcase,yes,0.5646205544471741,low,containers,suitcases
school supply,pen,yes,0.7342818379402161,high,school supplies,pens
container,inkwell,yes,0.5467818379402161,low,containers,inkwells
toiletry,shaving cream,yes,0.6654163599014282,high,toiletries,shaving cream
animal,alpaca,yes,0.8844913244247437,high,animals,alpacas
tool,eyedropper,no,0.7946327328681946,high,tools,eyedroppers
clothing,clove,no,0.15817910432815552,low,clothing,cloves
food,pinecone,no,0.4648829400539398,high,food,pinecones
container,purse,yes,0.3178413212299347,low,containers,purses
headwear,cauliflower,no,0.15764564275741577,low,headwear,cauliflowers
animal,crystal ball,no,0.12406148761510849,low,animals,crystal balls
food,chick,no,0.392324835062027,high,food,chicks
kitchen equipment,blender,yes,0.8236426711082458,high,kitchen equipment,blenders
container,milkshake,no,0.116611048579216,low,containers,milkshakes
clothing,bed,no,0.5985293984413147,high,clothing,beds
vehicle,bulldozer,yes,0.8430815935134888,high,vehicles,bulldozers
toiletry,eyeliner,yes,0.7355859875679016,high,toiletries,eyeliners
water vehicle,gondola,yes,0.9050185084342957,high,water vehicles,gondolas
animal,wasp,yes,0.850650429725647,high,animals,wasps
tool,basil,no,0.10050231963396072,low,tools,basil
container,eggnog,no,0.11680389195680618,low,containers,eggnog
container,doghouse,yes,0.6964618563652039,high,containers,doghouses
auto part,rim,yes,0.802954912185669,high,auto parts,rims
food,pesto,yes,0.7217755913734436,high,food,pesto
insect,scorpion,no,0.909623920917511,high,insects,scorpions
animal,abacus,no,0.11815507709980011,low,animals,abacuses
mammal,goose,no,0.906740665435791,high,mammals,geese
food,bolo tie,no,0.1316850185394287,low,food,bolo ties
fastener,strap,yes,0.6239919662475586,low,fasteners,straps
home decor,candelabra,yes,0.5706799626350403,high,home decor,candelabras
home decor,dog,no,0.20118004083633423,low,home decor,dogs
kitchen tool,skewer,yes,0.5415440201759338,low,kitchen tools,skewers
clothing,roll,no,0.1611103117465973,low,clothing,rolls
protective clothing,football helmet,yes,0.7095550894737244,high,protective clothing,football helmets
animal,dice,no,0.12319788336753845,low,animals,dices
food,taffy,yes,0.6503947377204895,high,food,taffy
container,generator,no,0.7346883416175842,high,containers,generators
weapon,pocketknife,yes,0.7983389496803284,high,weapons,pocketknives
tool,pliers,yes,0.9250651001930237,high,tools,pliers
plant,aloe,yes,0.94312983751297,high,plants,aloe
animal,anteater,yes,0.8656376004219055,high,animals,anteaters
footwear,shoe,yes,0.908976137638092,high,footwear,shoes
bird,drill,no,0.08603455871343613,low,birds,drills
animal,beaver,yes,0.8919429779052734,high,animals,beavers
bird,cockatoo,yes,0.9441444873809814,high,birds,cockatoos
footwear,snowshoe,yes,0.9239876866340637,high,footwear,snowshoes
animal,throne,no,0.12043710798025131,low,animals,thrones
tool,wrench,yes,0.9398362636566162,high,tools,wrenches
insect,bee,yes,0.9196684956550598,high,insects,bees
fruit,olive,no,0.8817734718322754,high,fruits,olives
food,tortilla,yes,0.8085043430328369,high,food,tortillas
mammal,wolf,yes,0.9155004620552063,high,mammals,wolves
kitchen tool,whisk,yes,0.8093186020851135,high,kitchen tools,whisks
weapon,scissors,yes,0.6754165291786194,high,weapons,scissors
outerwear,scarf,yes,0.8545788526535034,high,outerwear,scarves
fastener,file,no,0.6948662996292114,high,fasteners,files
animal,lamp,no,0.1195414811372757,low,animals,lamps
electronic device,piano,no,0.6698833107948303,high,electronic devices,pianos
office supply,quill,no,0.6758886575698853,high,office supplies,quills
school supply,pencil,yes,0.7557918429374695,high,school supplies,pencils
furniture,trunk,no,0.6628029942512512,high,furniture,trunks
food,food processor,no,0.46266257762908936,high,food,food processors
animal,pear,no,0.41142216324806213,high,animals,pears
food,cilantro,yes,0.6897820234298706,high,food,cilantro
clothing,corset,yes,0.8633688688278198,high,clothing,corsets
food,clothespin,no,0.15211665630340576,low,food,clothespins
school supply,envelope,no,0.710623562335968,high,school supplies,envelopes
animal,electric chair,no,0.11883535981178284,low,animals,electric chairs
food,dart,no,0.15546417236328125,low,food,darts
game,bison,no,0.12085791677236557,low,games,bisons
plant,pesto,no,0.8345052003860474,high,plants,pesto
plant,plant,yes,1.0,high,plants,plants
kitchen equipment,icemaker,yes,0.744229257106781,high,kitchen equipment,icemakers
musical instrument,record player,no,0.8191543221473694,high,musical instruments,record players
food,stroller,no,0.14249862730503082,low,food,strollers
food,ink,no,0.13611793518066406,low,food,ink
fruit,limousine,no,0.08575435727834702,low,fruits,limousines
tool,quiche,no,0.10201504081487656,low,tools,quiches
electronic device,inkwell,no,0.6442238092422485,high,electronic devices,inkwells
school supply,chinchilla,no,0.11519905924797058,high,school supplies,chinchillas
home decor,basket,no,0.5466551184654236,high,home decor,baskets
plant,lime,no,0.8593494892120361,high,plants,limes
food,stockings,no,0.15951226651668549,low,food,stockings
dessert,cotton candy,no,0.8558065295219421,high,desserts,cotton candy
vehicle,cookie,no,0.1092737689614296,low,vehicles,cookies
animal,mushroom,no,0.5225746631622314,high,animals,mushrooms
tool,stove,no,0.693710207939148,high,tools,stoves
tool,strainer,yes,0.4990118741989136,high,tools,strainers
container,honeypot,yes,0.2431069165468216,low,containers,honeypots
tool,bottle opener,yes,0.8640386462211609,high,tools,bottle openers
plant,weed,yes,0.919561505317688,high,plants,weeds
tool,plunger,yes,0.777116596698761,high,tools,plungers
bird,crow,yes,0.938243567943573,high,birds,crows
food,saltshaker,no,0.6118472814559937,high,food,saltshakers
mammal,panda,yes,0.9101694822311401,high,mammals,pandas
clothing,visor,yes,0.7486464977264404,high,clothing,visors
sea animal,scallop,yes,0.5266216397285461,high,sea animals,scallops
insect,wasp,yes,0.9400237798690796,high,insects,wasps
insect,beetle,yes,0.9243680834770203,high,insects,beetles
toy,snowsuit,no,0.7670772075653076,high,toys,snowsuits
vehicle,go-kart,yes,0.8445000648498535,high,vehicles,go-karts
tool,cord,yes,0.6478192210197449,high,tools,cords
accessory,hat,yes,0.7700071930885315,high,accessories,hats
vegetable,ratchet,no,0.09677483141422272,low,vegetables,ratchets
toy,train set,yes,0.6848104596138,low,toys,train sets
container,locker,yes,0.8478553295135498,high,containers,lockers
plant,tulip,yes,0.8918039798736572,high,plants,tulips
food,toast,yes,0.7776129245758057,high,food,toast
home decor,gong,no,0.5276927947998047,high,home decor,gongs
breakfast,donut,yes,0.8531265258789062,low,breakfasts,donuts
animal,panda,yes,0.8692313432693481,high,animals,pandas
food,easter egg,yes,0.6759337186813354,high,food,easter eggs
mammal,hawk,no,0.8854265213012695,high,mammals,hawks
food,crab,yes,0.43093836307525635,high,food,crabs
clothing,cloak,yes,0.8502345681190491,high,clothing,cloaks
mammal,chisel,no,0.10195479542016983,low,mammals,chisels
container,minivan,no,0.6779246926307678,high,containers,minivans
vehicle,hovercraft,yes,0.8945252299308777,high,vehicles,hovercrafts
food,bagel,yes,0.7885139584541321,high,food,bagels
plant,sunflower,yes,0.8856624364852905,high,plants,sunflowers
container,garlic,no,0.11546734720468521,low,containers,garlic
mammal,nail file,no,0.10486490279436111,low,mammals,nail files
animal,mussel,yes,0.5446997880935669,high,animals,mussels
container,syringe,yes,0.3242306709289551,low,containers,syringes
plant,inkwell,no,0.0829055905342102,low,plants,inkwells
food,canoe,no,0.1409783810377121,low,food,canoes
food,star fruit,yes,0.7069392800331116,high,food,star fruits
furniture,air mattress,yes,0.8015252947807312,high,furniture,air mattresses
weapon,machete,yes,0.8071820139884949,high,weapons,machetes
animal,bok choy,no,0.4037483036518097,high,animals,bok choys
home decor,crystal ball,yes,0.508441686630249,low,home decor,crystal balls
toy,crayon,yes,0.8650684952735901,high,toys,crayons
food,juice,no,0.7027043700218201,high,food,juices
medical equipment,syringe,yes,0.791236162185669,high,medical equipment,syringes
clothing,quesadilla,no,0.155025914311409,low,clothing,quesadillas
bird,parrot,yes,0.9275559782981873,high,birds,parrots
home decor,aquarium,yes,0.4466419816017151,low,home decor,aquariums
clothing,sombrero,yes,0.6708686947822571,high,clothing,sombreros
animal,cockroach,yes,0.8244397640228271,high,animals,cockroaches
mammal,kangaroo,yes,0.9192584156990051,high,mammals,kangaroos
tool,pin,yes,0.5836113691329956,high,tools,pins
accessory,slug,no,0.14340358972549438,low,accessories,slugs
outerwear,cloak,yes,0.8788129091262817,high,outerwear,cloaks
furniture,gazelle,no,0.11986157298088074,low,furniture,gazelles
clothing,bra,yes,0.8015915751457214,high,clothing,bras
food,flan,yes,0.7848595380783081,high,food,flan
fastener,banana,no,0.11233139038085938,low,fasteners,bananas
tool,switch,yes,0.70884108543396,high,tools,switches
vehicle,jetski,yes,0.844120979309082,high,vehicles,jetskis
animal,scorpion,yes,0.8402133584022522,high,animals,scorpions
food,hummus,yes,0.7895382642745972,high,food,hummus
plant,jalapeno,no,0.9031283855438232,high,plants,jalapenoes
home decor,coaster,yes,0.4815753400325775,low,home decor,coasters
animal,tree,no,0.533950924873352,high,animals,trees
water vehicle,jeep,no,0.83625727891922,high,water vehicles,jeeps
musical instrument,sausage,no,0.1089753657579422,low,musical instruments,sausages
bird,chick,yes,0.9046517610549927,high,birds,chicks
fastener,combination lock,yes,0.5984633564949036,low,fasteners,combination locks
weapon,torpedo,yes,0.7499707341194153,high,weapons,torpedoes
kitchen equipment,juicer,yes,0.793254017829895,high,kitchen equipment,juicers
food,marijuana,no,0.5451162457466125,high,food,marijuana
food,bacon,yes,0.7779992818832397,high,food,bacon
accessory,visor,yes,0.7343322038650513,low,accessories,visors
clothing,muff,yes,0.753210723400116,high,clothing,muffs
garden tool,hash,no,0.13025440275669098,low,garden tools,hash browns
mammal,scorpion,no,0.8190639019012451,high,mammals,scorpions
tool,smoothie,no,0.10120679438114166,low,tools,smoothies
medical equipment,bedpan,yes,0.5210880637168884,high,medical equipment,bedpans
container,tugboat,no,0.6960123777389526,high,containers,tugboats
food,glass,no,0.4103560447692871,high,food,glasses
home decor,pinecone,yes,0.4223376214504242,low,home decor,pinecones
garden tool,sickle,yes,0.8674706220626831,high,garden tools,sickles
container,seatbelt,no,0.6754011511802673,high,containers,seatbelts
mammal,gorilla,yes,0.9164157509803772,high,mammals,gorillas
food,tomato,yes,0.7997105121612549,high,food,tomatoes
fastener,nail,yes,0.7137120366096497,high,fasteners,nails
musical instrument,french horn,yes,0.9287711977958679,high,musical instruments,french horns
animal,box,no,0.1179744303226471,low,animals,boxes
vehicle,car seat,no,0.7731162905693054,high,vehicles,car seats
animal,monkey,yes,0.850476861000061,high,animals,monkeys
breakfast,sausage,yes,0.7885453104972839,low,breakfasts,sausages
accessory,corset,no,0.7968900203704834,high,accessories,corsets
food,kale,yes,0.704581081867218,high,food,kale
electronic device,penguin,no,0.11963522434234619,low,electronic devices,penguins
breakfast,workbench,no,0.11006084829568863,low,breakfasts,workbenches
footwear,spring roll,no,0.11136309802532196,low,footwear,spring rolls
animal,catfish,yes,0.8512941002845764,high,animals,catfish
toiletry,scissors,no,0.6435968279838562,high,toiletries,scissors
accessory,broccoli,no,0.14537273347377777,low,accessories,broccoli
fruit,blackberry,yes,0.8940734267234802,high,fruits,blackberries
mammal,coyote,yes,0.924033522605896,high,mammals,coyotes
tool,crate,no,0.8013895153999329,high,tools,crates
food,duffel bag,no,0.13126015663146973,low,food,duffel bags
sea animal,computer screen,no,0.10538213700056076,low,sea animals,computer screens
mammal,leopard,yes,0.914584219455719,high,mammals,leopards
furniture,air conditioner,no,0.6747719049453735,high,furniture,air conditioners
vehicle,torpedo,no,0.67995685338974,high,vehicles,torpedoes
seafood,ham,no,0.8530966639518738,high,seafood,hams
women's clothing,stockings,yes,0.8515578508377075,low,women's clothes,stockings
toy,curry,no,0.13639883697032928,low,toys,curry
vegetable,celery,yes,0.8554706573486328,high,vegetables,celeries
condiment,ketchup,yes,0.8042761087417603,low,condiments,ketchup
vehicle,meatloaf,no,0.10762336850166321,low,vehicles,meatloaf
protective clothing,wetsuit,yes,0.8311211466789246,high,protective clothing,wetsuits
dessert,eclair,yes,0.8316736221313477,high,desserts,eclairs
animal,cactus,no,0.5565615296363831,high,animals,cactus
tool,pipe,yes,0.8139896988868713,high,tools,pipes
plant,cabbage,yes,0.9330280423164368,high,plants,cabbages
office supply,binder,yes,0.7327417135238647,high,office supplies,binders
dessert,cake mix,yes,0.7831892967224121,high,desserts,cake mixes
food,cardigan,no,0.14055712521076202,low,food,cardigans
game,arugula,no,0.12248015403747559,low,games,arugula
breakfast,egg,yes,0.8196841478347778,low,breakfasts,eggs
sea animal,crab,yes,0.8832406401634216,high,sea animals,crabs
seafood,snail,yes,0.6521045565605164,high,seafood,snails
container,school bus,no,0.7611202597618103,high,containers,school buses
food,wrap,yes,0.8009691834449768,high,food,wrap
vegetable,lime,no,0.8466150164604187,high,vegetables,limes
musical instrument,bassoon,yes,0.9046333432197571,high,musical instruments,bassoons
clothing,wetsuit,yes,0.8279306888580322,high,clothing,wetsuits
weapon,trident,yes,0.7959848642349243,high,weapons,tridents
tool,brass knuckles,no,0.7657904028892517,high,tools,brass knuckles
animal,coral,yes,0.6178739070892334,high,animals,corals
furniture,footrest,yes,0.6225239038467407,high,furniture,footrests
