item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
572,2285,snail,snails,sea animal,sea animal,sea animals,snail,Is it true that snails are a type of sea animal?,Is it true that sea animals are a type of snail?
573,2289,snail,snails,seafood,seafood,seafoods,snail,Is it true that snails are a type of seafood?,Is it true that seafoods is a type of snail?
574,2293,snail,snails,animal,animal,animals,snail,Is it true that snails are a type of animal?,Is it true that animals are a type of snail?
575,2297,airplane,airplanes,vehicle,vehicle,vehicles,airplane,Is it true that airplanes are a type of vehicle?,Is it true that vehicles are a type of airplane?
576,2301,sickle,sickles,tool,tool,tools,sickle,Is it true that sickles are a type of tool?,Is it true that tools are a type of sickle?
577,2305,sickle,sickles,garden tool,garden tool,garden tools,sickle,Is it true that sickles are a type of garden tool?,Is it true that garden tools are a type of sickle?
578,2309,syrup,syrups,food,food,foods,syrup,Is it true that syrups are a type of food?,Is it true that foods is a type of syrup?
579,2313,syrup,syrups,condiment,condiment,condiments,syrup,Is it true that syrups are a type of condiment?,Is it true that condiments are a type of syrup?
580,2317,pumpkin,pumpkins,vegetable,vegetable,vegetables,pumpkin,Is it true that pumpkins are a type of vegetable?,Is it true that vegetables are a type of pumpkin?
581,2321,pumpkin,pumpkins,food,food,foods,pumpkin,Is it true that pumpkins are a type of food?,Is it true that foods is a type of pumpkin?
582,2325,fan,fans,electronic device,electronic device,electronic devices,fan,Is it true that fans are a type of electronic device?,Is it true that electronic devices are a type of fan?
583,2329,bongo,bongos,musical instrument,musical instrument,musical instruments,bongo,Is it true that bongos are a type of musical instrument?,Is it true that musical instruments are a type of bongo?
584,2333,kimono,kimonos,women's clothing,women's clothes,women's clothes,kimono,Is it true that kimonos are a type of women's clothes?,Is it true that women's clothes are a type of kimono?
585,2337,kimono,kimonos,clothing,clothing,clothing,kimono,Is it true that kimonos are a type of clothing?,Is it true that clothing is a type of kimono?
586,2341,cooker,cookers,container,container,containers,cooker,Is it true that cookers are a type of container?,Is it true that containers are a type of cooker?
587,2345,cooker,cookers,kitchen equipment,kitchen equipment,kitchen equipment,cooker,Is it true that cookers are a type of kitchen equipment?,Is it true that kitchen equipment is a type of cooker?
588,2349,cooker,cookers,electronic device,electronic device,electronic devices,cooker,Is it true that cookers are a type of electronic device?,Is it true that electronic devices are a type of cooker?
589,2353,snake,snakes,animal,animal,animals,snake,Is it true that snakes are a type of animal?,Is it true that animals are a type of snake?
590,2357,dustpan,dustpans,tool,tool,tools,dustpan,Is it true that dustpans are a type of tool?,Is it true that tools are a type of dustpan?
591,2361,dustpan,dustpans,container,container,containers,dustpan,Is it true that dustpans are a type of container?,Is it true that containers are a type of dustpan?
592,2365,exhaust pipe,exhaust pipes,auto part,auto part,auto parts,exhaust pipe,Is it true that exhaust pipes are a type of auto part?,Is it true that auto parts are a type of exhaust pipe?
593,2369,lighter,lighter,tool,tool,tool,lighter,Is it true that a lighter is a type of tool?,Is it true that a tool are a type of lighter?
594,2373,swan,swans,animal,animal,animals,swan,Is it true that swans are a type of animal?,Is it true that animals are a type of swan?
595,2377,swan,swans,bird,bird,birds,swan,Is it true that swans are a type of bird?,Is it true that birds are a type of swan?
596,2381,moss,mosses,plant,plant,plants,moss,Is it true that mosses are a type of plant?,Is it true that plants are a type of moss?
597,2385,ladle,ladles,kitchen tool,kitchen tool,kitchen tools,ladle,Is it true that ladles are a type of kitchen tool?,Is it true that kitchen tools are a type of ladle?
598,2389,ladle,ladles,tool,tool,tools,ladle,Is it true that ladles are a type of tool?,Is it true that tools are a type of ladle?
599,2393,poppy,poppies,food,food,foods,poppy,Is it true that poppies are a type of food?,Is it true that foods is a type of poppy?
600,2397,poppy,poppies,plant,plant,plants,poppy,Is it true that poppies are a type of plant?,Is it true that plants are a type of poppy?
601,2401,scissors,scissors,office supply,office supply,office supplies,scissors,Is it true that scissors are a type of office supply?,Is it true that office supplies are a type of scissors?
602,2405,scissors,scissors,weapon,weapon,weapons,scissors,Is it true that scissors are a type of weapon?,Is it true that weapons are a type of scissors?
603,2409,scissors,scissors,tool,tool,tools,scissors,Is it true that scissors are a type of tool?,Is it true that tools are a type of scissors?
604,2413,scissors,scissors,garden tool,garden tool,garden tools,scissors,Is it true that scissors are a type of garden tool?,Is it true that garden tools are a type of scissors?
605,2417,milkshake,milkshakes,drink,drink,drinks,milkshake,Is it true that milkshakes are a type of drink?,Is it true that drinks are a type of milkshake?
606,2421,milkshake,milkshakes,dessert,dessert,desserts,milkshake,Is it true that milkshakes are a type of dessert?,Is it true that desserts are a type of milkshake?
607,2425,snowplow,snowplows,vehicle,vehicle,vehicles,snowplow,Is it true that snowplows are a type of vehicle?,Is it true that vehicles are a type of snowplow?
608,2429,ottoman,ottoman,furniture,furniture,furniture,ottoman,Is it true that an ottoman is a type of furniture?,Is it true that furniture is a type of ottoman?
609,2433,hammer,hammers,weapon,weapon,weapons,hammer,Is it true that hammers are a type of weapon?,Is it true that weapons are a type of hammer?
610,2437,hammer,hammers,tool,tool,tools,hammer,Is it true that hammers are a type of tool?,Is it true that tools are a type of hammer?
611,2441,cruise ship,cruise ships,water vehicle,water vehicle,water vehicles,cruise ship,Is it true that cruise ships are a type of water vehicle?,Is it true that water vehicles are a type of cruise ship?
612,2445,cruise ship,cruise ships,vehicle,vehicle,vehicles,cruise ship,Is it true that cruise ships are a type of vehicle?,Is it true that vehicles are a type of cruise ship?
613,2449,funnel,funnels,tool,tool,tools,funnel,Is it true that funnels are a type of tool?,Is it true that tools are a type of funnel?
614,2453,funnel,funnels,kitchen tool,kitchen tool,kitchen tools,funnel,Is it true that funnels are a type of kitchen tool?,Is it true that kitchen tools are a type of funnel?
615,2457,brussels sprouts,brussels sprouts,vegetable,vegetable,vegetables,brussels sprouts,Is it true that brussels sprouts are a type of vegetable?,Is it true that vegetables are a type of brussels sprouts?
616,2461,brussels sprouts,brussels sprouts,food,food,foods,brussels sprouts,Is it true that brussels sprouts are a type of food?,Is it true that foods is a type of brussels sprouts?
617,2465,makeup,makeup,toiletry,toiletry,toiletry,makeup,Is it true that makeup is a type of toiletry?,Is it true that a toiletry are a type of makeup?
618,2469,crate,crates,container,container,containers,crate,Is it true that crates are a type of container?,Is it true that containers are a type of crate?
619,2473,dice,dices,game,game,games,dice,Is it true that dices are a type of game?,Is it true that games are a type of dice?
620,2477,baton,batons,weapon,weapon,weapons,baton,Is it true that batons are a type of weapon?,Is it true that weapons are a type of baton?
621,2481,shovel,shovels,tool,tool,tools,shovel,Is it true that shovels are a type of tool?,Is it true that tools are a type of shovel?
622,2485,shovel,shovels,garden tool,garden tool,garden tools,shovel,Is it true that shovels are a type of garden tool?,Is it true that garden tools are a type of shovel?
623,2489,toucan,toucans,animal,animal,animals,toucan,Is it true that toucans are a type of animal?,Is it true that animals are a type of toucan?
624,2493,toucan,toucans,bird,bird,birds,toucan,Is it true that toucans are a type of bird?,Is it true that birds are a type of toucan?
625,2497,wallet,wallets,container,container,containers,wallet,Is it true that wallets are a type of container?,Is it true that containers are a type of wallet?
626,2501,cuckoo clock,cuckoo clocks,home decor,home decor,home decors,cuckoo clock,Is it true that cuckoo clocks are a type of home decor?,Is it true that home decors is a type of cuckoo clock?
627,2505,lunchbox,lunchboxes,school supply,school supply,school supplies,lunchbox,Is it true that lunchboxes are a type of school supply?,Is it true that school supplies are a type of lunchbox?
628,2509,lunchbox,lunchboxes,container,container,containers,lunchbox,Is it true that lunchboxes are a type of container?,Is it true that containers are a type of lunchbox?
629,2513,beer,beer,drink,drink,drink,beer,Is it true that beer is a type of drink?,Is it true that a drink are a type of beer?
630,2517,patty,patties,food,food,foods,patty,Is it true that patties are a type of food?,Is it true that foods is a type of patty?
631,2521,lamp,lamps,electronic device,electronic device,electronic devices,lamp,Is it true that lamps are a type of electronic device?,Is it true that electronic devices are a type of lamp?
632,2525,lamp,lamps,home decor,home decor,home decors,lamp,Is it true that lamps are a type of home decor?,Is it true that home decors is a type of lamp?
633,2529,walker,walkers,medical equipment,medical equipment,medical equipments,walker,Is it true that walkers are a type of medical equipment?,Is it true that medical equipments is a type of walker?
634,2533,oyster,oysters,animal,animal,animals,oyster,Is it true that oysters are a type of animal?,Is it true that animals are a type of oyster?
635,2537,oyster,oysters,food,food,foods,oyster,Is it true that oysters are a type of food?,Is it true that foods is a type of oyster?
636,2541,oyster,oysters,seafood,seafood,seafoods,oyster,Is it true that oysters are a type of seafood?,Is it true that seafoods is a type of oyster?
637,2545,oyster,oysters,sea animal,sea animal,sea animals,oyster,Is it true that oysters are a type of sea animal?,Is it true that sea animals are a type of oyster?
638,2549,thumbtack,thumbtacks,office supply,office supply,office supplies,thumbtack,Is it true that thumbtacks are a type of office supply?,Is it true that office supplies are a type of thumbtack?
639,2553,thumbtack,thumbtacks,fastener,fastener,fasteners,thumbtack,Is it true that thumbtacks are a type of fastener?,Is it true that fasteners are a type of thumbtack?
640,2557,punch,fruit punches,tool,tool,tools,fruit punch,Is it true that fruit punches are a type of tool?,Is it true that tools are a type of fruit punch?
