item,idx,ns_id,category,category_item,hypernym,hypernym_item,negative_sample,negative_item,hypernym_question,negative_question
389,1556,ns_4,bison,bisons,mammal,mammal,food,food,Is it true that bisons are a type of mammal?,Is it true that bisons are a type of food?
390,1557,ns_1,bison,bisons,livestock,livestock,medical equipment,medical equipment,Is it true that bisons are a type of livestock?,Is it true that bisons are a type of medical equipment?
390,1558,ns_2,bison,bisons,livestock,livestock,toiletry,toiletry,Is it true that bisons are a type of livestock?,Is it true that bisons are a type of toiletry?
390,1559,ns_3,bison,bisons,livestock,livestock,auto part,auto part,Is it true that bisons are a type of livestock?,Is it true that bisons are a type of auto part?
390,1560,ns_4,bison,bisons,livestock,livestock,drink,drink,Is it true that bisons are a type of livestock?,Is it true that bisons are a type of drink?
391,1561,ns_1,bison,bisons,animal,animal,candy,candy,Is it true that bisons are a type of animal?,Is it true that bisons are a type of candy?
391,1562,ns_2,bison,bisons,animal,animal,game,game,Is it true that bisons are a type of animal?,Is it true that bisons are a type of game?
391,1563,ns_3,bison,bisons,animal,animal,school supply,school supply,Is it true that bisons are a type of animal?,Is it true that bisons are a type of school supply?
391,1564,ns_4,bison,bisons,animal,animal,weapon,weapon,Is it true that bisons are a type of animal?,Is it true that bisons are a type of weapon?
392,1565,ns_1,wafer,wafers,food,food,fruit,fruit,Is it true that wafers are a type of food?,Is it true that wafers are a type of fruit?
392,1566,ns_2,wafer,wafers,food,food,fastener,fastener,Is it true that wafers are a type of food?,Is it true that wafers are a type of fastener?
392,1567,ns_3,wafer,wafers,food,food,weapon,weapon,Is it true that wafers are a type of food?,Is it true that wafers are a type of weapon?
392,1568,ns_4,wafer,wafers,food,food,footwear,footwear,Is it true that wafers are a type of food?,Is it true that wafers are a type of footwear?
393,1569,ns_1,walrus,walruses,mammal,mammal,kitchen equipment,kitchen equipment,Is it true that walruses are a type of mammal?,Is it true that walruses are a type of kitchen equipment?
393,1570,ns_2,walrus,walruses,mammal,mammal,headwear,headwear,Is it true that walruses are a type of mammal?,Is it true that walruses are a type of headwear?
393,1571,ns_3,walrus,walruses,mammal,mammal,plant,plant,Is it true that walruses are a type of mammal?,Is it true that walruses are a type of plant?
393,1572,ns_4,walrus,walruses,mammal,mammal,school supply,school supply,Is it true that walruses are a type of mammal?,Is it true that walruses are a type of school supply?
394,1573,ns_1,walrus,walruses,animal,animal,accessory,accessory,Is it true that walruses are a type of animal?,Is it true that walruses are a type of accessory?
394,1574,ns_2,walrus,walruses,animal,animal,kitchen tool,kitchen tool,Is it true that walruses are a type of animal?,Is it true that walruses are a type of kitchen tool?
394,1575,ns_3,walrus,walruses,animal,animal,office supply,office supply,Is it true that walruses are a type of animal?,Is it true that walruses are a type of office supply?
394,1576,ns_4,walrus,walruses,animal,animal,fastener,fastener,Is it true that walruses are a type of animal?,Is it true that walruses are a type of fastener?
395,1577,ns_1,walrus,walruses,sea animal,sea animal,tool,tool,Is it true that walruses are a type of sea animal?,Is it true that walruses are a type of tool?
395,1578,ns_2,walrus,walruses,sea animal,sea animal,fastener,fastener,Is it true that walruses are a type of sea animal?,Is it true that walruses are a type of fastener?
395,1579,ns_3,walrus,walruses,sea animal,sea animal,office supply,office supply,Is it true that walruses are a type of sea animal?,Is it true that walruses are a type of office supply?
395,1580,ns_4,walrus,walruses,sea animal,sea animal,plant,plant,Is it true that walruses are a type of sea animal?,Is it true that walruses are a type of plant?
396,1581,ns_1,cheeseburger,cheeseburgers,food,food,fruit,fruit,Is it true that cheeseburgers are a type of food?,Is it true that cheeseburgers are a type of fruit?
396,1582,ns_2,cheeseburger,cheeseburgers,food,food,kitchen equipment,kitchen equipment,Is it true that cheeseburgers are a type of food?,Is it true that cheeseburgers are a type of kitchen equipment?
396,1583,ns_3,cheeseburger,cheeseburgers,food,food,vegetable,vegetable,Is it true that cheeseburgers are a type of food?,Is it true that cheeseburgers are a type of vegetable?
396,1584,ns_4,cheeseburger,cheeseburgers,food,food,drink,drink,Is it true that cheeseburgers are a type of food?,Is it true that cheeseburgers are a type of drink?
397,1585,ns_1,headdress,headdresses,clothing,clothing,furniture,furniture,Is it true that headdresses are a type of clothing?,Is it true that headdresses are a type of furniture?
397,1586,ns_2,headdress,headdresses,clothing,clothing,kitchen equipment,kitchen equipment,Is it true that headdresses are a type of clothing?,Is it true that headdresses are a type of kitchen equipment?
397,1587,ns_3,headdress,headdresses,clothing,clothing,musical instrument,musical instrument,Is it true that headdresses are a type of clothing?,Is it true that headdresses are a type of musical instrument?
397,1588,ns_4,headdress,headdresses,clothing,clothing,home decor,home decor,Is it true that headdresses are a type of clothing?,Is it true that headdresses are a type of home decor?
398,1589,ns_1,headdress,headdresses,headwear,headwear,auto part,auto part,Is it true that headdresses are a type of headwear?,Is it true that headdresses are a type of auto part?
398,1590,ns_2,headdress,headdresses,headwear,headwear,insect,insect,Is it true that headdresses are a type of headwear?,Is it true that headdresses are a type of insect?
398,1591,ns_3,headdress,headdresses,headwear,headwear,container,container,Is it true that headdresses are a type of headwear?,Is it true that headdresses are a type of container?
398,1592,ns_4,headdress,headdresses,headwear,headwear,garden tool,garden tool,Is it true that headdresses are a type of headwear?,Is it true that headdresses are a type of garden tool?
399,1593,ns_1,headdress,headdresses,accessory,accessory,mammal,mammal,Is it true that headdresses are a type of accessory?,Is it true that headdresses are a type of mammal?
399,1594,ns_2,headdress,headdresses,accessory,accessory,fruit,fruit,Is it true that headdresses are a type of accessory?,Is it true that headdresses are a type of fruit?
399,1595,ns_3,headdress,headdresses,accessory,accessory,protective clothing,protective clothing,Is it true that headdresses are a type of accessory?,Is it true that headdresses are a type of protective clothing?
399,1596,ns_4,headdress,headdresses,accessory,accessory,sea animal,sea animal,Is it true that headdresses are a type of accessory?,Is it true that headdresses are a type of sea animal?
400,1597,ns_1,fast food,fast foods,food,food,musical instrument,musical instrument,Is it true that fast foods are a type of food?,Is it true that fast foods are a type of musical instrument?
400,1598,ns_2,fast food,fast foods,food,food,toiletry,toiletry,Is it true that fast foods are a type of food?,Is it true that fast foods are a type of toiletry?
400,1599,ns_3,fast food,fast foods,food,food,vegetable,vegetable,Is it true that fast foods are a type of food?,Is it true that fast foods are a type of vegetable?
400,1600,ns_4,fast food,fast foods,food,food,condiment,condiment,Is it true that fast foods are a type of food?,Is it true that fast foods are a type of condiment?
401,1601,ns_1,barrette,barrettes,jewelry,jewelry,dessert,dessert,Is it true that barrettes are a type of jewelry?,Is it true that barrettes are a type of dessert?
401,1602,ns_2,barrette,barrettes,jewelry,jewelry,electronic device,electronic device,Is it true that barrettes are a type of jewelry?,Is it true that barrettes are a type of electronic device?
401,1603,ns_3,barrette,barrettes,jewelry,jewelry,outerwear,outerwear,Is it true that barrettes are a type of jewelry?,Is it true that barrettes are a type of outerwear?
401,1604,ns_4,barrette,barrettes,jewelry,jewelry,sea animal,sea animal,Is it true that barrettes are a type of jewelry?,Is it true that barrettes are a type of sea animal?
402,1605,ns_1,barrette,barrettes,fastener,fastener,protective clothing,protective clothing,Is it true that barrettes are a type of fastener?,Is it true that barrettes are a type of protective clothing?
402,1606,ns_2,barrette,barrettes,fastener,fastener,toy,toy,Is it true that barrettes are a type of fastener?,Is it true that barrettes are a type of toy?
402,1607,ns_3,barrette,barrettes,fastener,fastener,garden tool,garden tool,Is it true that barrettes are a type of fastener?,Is it true that barrettes are a type of garden tool?
402,1608,ns_4,barrette,barrettes,fastener,fastener,condiment,condiment,Is it true that barrettes are a type of fastener?,Is it true that barrettes are a type of condiment?
403,1609,ns_1,bag,bags,container,container,bird,bird,Is it true that bags are a type of container?,Is it true that bags are a type of bird?
403,1610,ns_2,bag,bags,container,container,home decor,home decor,Is it true that bags are a type of container?,Is it true that bags are a type of home decor?
403,1611,ns_3,bag,bags,container,container,musical instrument,musical instrument,Is it true that bags are a type of container?,Is it true that bags are a type of musical instrument?
403,1612,ns_4,bag,bags,container,container,furniture,furniture,Is it true that bags are a type of container?,Is it true that bags are a type of furniture?
404,1613,ns_1,overalls,overalls,clothing,clothing,water vehicle,water vehicle,Is it true that overalls are a type of clothing?,Is it true that overalls are a type of water vehicle?
404,1614,ns_2,overalls,overalls,clothing,clothing,weapon,weapon,Is it true that overalls are a type of clothing?,Is it true that overalls are a type of weapon?
404,1615,ns_3,overalls,overalls,clothing,clothing,office supply,office supply,Is it true that overalls are a type of clothing?,Is it true that overalls are a type of office supply?
404,1616,ns_4,overalls,overalls,clothing,clothing,women's clothing,women's clothes,Is it true that overalls are a type of clothing?,Is it true that overalls are a type of women's clothes?
405,1617,ns_1,overalls,overalls,protective clothing,protective clothing,women's clothing,women's clothes,Is it true that overalls are a type of protective clothing?,Is it true that overalls are a type of women's clothes?
405,1618,ns_2,overalls,overalls,protective clothing,protective clothing,animal,animal,Is it true that overalls are a type of protective clothing?,Is it true that overalls are a type of animal?
405,1619,ns_3,overalls,overalls,protective clothing,protective clothing,weapon,weapon,Is it true that overalls are a type of protective clothing?,Is it true that overalls are a type of weapon?
405,1620,ns_4,overalls,overalls,protective clothing,protective clothing,sea animal,sea animal,Is it true that overalls are a type of protective clothing?,Is it true that overalls are a type of sea animal?
406,1621,ns_1,overalls,overalls,outerwear,outerwear,water vehicle,water vehicle,Is it true that overalls are a type of outerwear?,Is it true that overalls are a type of water vehicle?
406,1622,ns_2,overalls,overalls,outerwear,outerwear,kitchen tool,kitchen tool,Is it true that overalls are a type of outerwear?,Is it true that overalls are a type of kitchen tool?
406,1623,ns_3,overalls,overalls,outerwear,outerwear,home decor,home decor,Is it true that overalls are a type of outerwear?,Is it true that overalls are a type of home decor?
